epsilon,sample_index,method,posterior_mmd,rmse,true_theta_0,true_theta_1,actual_contamination_fraction,ocsvm_outlier_fraction,mds_gate_passed,mds_lbfgs_evaluations,mds_adapt_and_sample_ms
0.2,70,NPE-OR,0.2559239864349365,0.06809739768505096,1.0395692586898804,0.11020990461111069,0.2199999988079071,0.22,,,
0.2,71,NPE,5.193017482757568,0.39590513706207275,-0.17437683045864105,0.23965337872505188,0.25,0.25,,,
0.2,71,NNPE,3.775207281112671,0.45225444436073303,-0.17437683045864105,0.23965337872505188,0.25,0.25,,,
0.2,71,NPE-MDS (RF),3.766247272491455,0.26157090067863464,-0.17437683045864105,0.23965337872505188,0.25,0.25,False,17,28.263874002732337
0.2,71,NPE-OR,0.06709545850753784,0.02079925127327442,-0.17437683045864105,0.23965337872505188,0.25,0.25,,,
0.2,72,NPE,2.4364635944366455,0.1497894823551178,0.7396435141563416,-0.5190100073814392,0.1599999964237213,0.17,,,
0.2,72,NNPE,1.5137779712677002,0.13260343670845032,0.7396435141563416,-0.5190100073814392,0.1599999964237213,0.17,,,
0.2,72,NPE-MDS (RF),0.7706118226051331,0.02048221230506897,0.7396435141563416,-0.5190100073814392,0.1599999964237213,0.17,False,16,27.916403952986002
0.2,72,NPE-OR,0.1631152629852295,0.09050249308347702,0.7396435141563416,-0.5190100073814392,0.1599999964237213,0.17,,,
0.2,73,NPE,2.7063050270080566,0.09825028479099274,-0.09140891581773758,-1.148329257965088,0.15000000596046448,0.17,,,
0.2,73,NNPE,2.0521152019500732,0.1855466514825821,-0.09140891581773758,-1.148329257965088,0.15000000596046448,0.17,,,
0.2,73,NPE-MDS (RF),0.3035646080970764,0.10414446145296097,-0.09140891581773758,-1.148329257965088,0.15000000596046448,0.17,False,13,25.62533994205296
0.2,73,NPE-OR,1.3679907321929932,0.02628723345696926,-0.09140891581773758,-1.148329257965088,0.15000000596046448,0.17,,,
0.2,74,NPE,1.2114008665084839,0.11259093880653381,0.039455994963645935,0.947272777557373,0.15000000596046448,0.17,,,
0.2,74,NNPE,0.9167330861091614,0.11280129849910736,0.039455994963645935,0.947272777557373,0.15000000596046448,0.17,,,
0.2,74,NPE-MDS (RF),0.06980621814727783,0.03182816505432129,0.039455994963645935,0.947272777557373,0.15000000596046448,0.17,False,13,24.90630908869207
0.2,74,NPE-OR,0.21878767013549805,0.04345318675041199,0.039455994963645935,0.947272777557373,0.15000000596046448,0.17,,,
0.2,75,NPE,0.7944536209106445,0.06400573998689651,1.6046282052993774,0.3980465233325958,0.20000000298023224,0.22,,,
0.2,75,NNPE,1.1667025089263916,0.09632726013660431,1.6046282052993774,0.3980465233325958,0.20000000298023224,0.22,,,
0.2,75,NPE-MDS (RF),2.8134655952453613,0.1538136899471283,1.6046282052993774,0.3980465233325958,0.20000000298023224,0.22,False,11,24.164773989468813
0.2,75,NPE-OR,0.31253790855407715,0.05523138865828514,1.6046282052993774,0.3980465233325958,0.20000000298023224,0.22,,,
0.2,76,NPE,0.7132911682128906,0.09910324215888977,0.361733615398407,0.488357812166214,0.23999999463558197,0.24,,,
0.2,76,NNPE,0.5865615010261536,0.09204275906085968,0.361733615398407,0.488357812166214,0.23999999463558197,0.24,,,
0.2,76,NPE-MDS (RF),1.398956298828125,0.12701278924942017,0.361733615398407,0.488357812166214,0.23999999463558197,0.24,False,8,22.128879907540977
0.2,76,NPE-OR,0.05873453617095947,0.03924328088760376,0.361733615398407,0.488357812166214,0.23999999463558197,0.24,,,
0.2,77,NPE,2.6278607845306396,0.16315613687038422,-0.9688392877578735,1.3047685623168945,0.1599999964237213,0.22,,,
0.2,77,NNPE,1.9516526460647583,0.2385755479335785,-0.9688392877578735,1.3047685623168945,0.1599999964237213,0.22,,,
0.2,77,NPE-MDS (RF),1.4483654499053955,0.09805024415254593,-0.9688392877578735,1.3047685623168945,0.1599999964237213,0.22,False,6,21.171779022552073
0.2,77,NPE-OR,1.6939609050750732,0.11701616644859314,-0.9688392877578735,1.3047685623168945,0.1599999964237213,0.22,,,
0.2,78,NPE,2.858987808227539,0.265788733959198,0.10376157611608505,1.6976442337036133,0.1899999976158142,0.21,,,
0.2,78,NNPE,1.620162010192871,0.24694494903087616,0.10376157611608505,1.6976442337036133,0.1899999976158142,0.21,,,
0.2,78,NPE-MDS (RF),1.3115184307098389,0.09177855402231216,0.10376157611608505,1.6976442337036133,0.1899999976158142,0.21,False,9,23.769743042066693
0.2,78,NPE-OR,0.07623404264450073,0.09875604510307312,0.10376157611608505,1.6976442337036133,0.1899999976158142,0.21,,,
0.2,79,NPE,0.01762688159942627,0.03903861716389656,-0.7095642685890198,-0.17088192701339722,0.23000000417232513,0.23,,,
0.2,79,NNPE,0.5686089992523193,0.09064610302448273,-0.7095642685890198,-0.17088192701339722,0.23000000417232513,0.23,,,
0.2,79,NPE-MDS (RF),0.5908173322677612,0.050355736166238785,-0.7095642685890198,-0.17088192701339722,0.23000000417232513,0.23,False,6,21.184711018577218
0.2,79,NPE-OR,0.369182825088501,0.04927480220794678,-0.7095642685890198,-0.17088192701339722,0.23000000417232513,0.23,,,
0.2,80,NPE,1.0091627836227417,0.12197735905647278,-0.960314154624939,-0.3374353051185608,0.25999999046325684,0.27,,,
0.2,80,NNPE,1.1397377252578735,0.1977735012769699,-0.960314154624939,-0.3374353051185608,0.25999999046325684,0.27,,,
0.2,80,NPE-MDS (RF),1.7795448303222656,0.15518076717853546,-0.960314154624939,-0.3374353051185608,0.25999999046325684,0.27,False,9,22.925234981812537
0.2,80,NPE-OR,0.24435007572174072,0.08551764488220215,-0.960314154624939,-0.3374353051185608,0.25999999046325684,0.27,,,
0.2,81,NPE,5.213232040405273,0.4621000587940216,-2.202907085418701,1.755163550376892,0.1899999976158142,0.4,,,
0.2,81,NNPE,2.472811698913574,0.537362277507782,-2.202907085418701,1.755163550376892,0.1899999976158142,0.4,,,
0.2,81,NPE-MDS (RF),0.9680747985839844,0.1475374698638916,-2.202907085418701,1.755163550376892,0.1899999976158142,0.4,False,7,21.024935063906014
0.2,81,NPE-OR,4.060647487640381,0.32222864031791687,-2.202907085418701,1.755163550376892,0.1899999976158142,0.4,,,
0.2,82,NPE,4.743762016296387,0.47398871183395386,-2.906358480453491,-0.020643630996346474,0.23000000417232513,0.48,,,
0.2,82,NNPE,2.166800022125244,0.7421755194664001,-2.906358480453491,-0.020643630996346474,0.23000000417232513,0.48,,,
0.2,82,NPE-MDS (RF),1.2401561737060547,0.1744653731584549,-2.906358480453491,-0.020643630996346474,0.23000000417232513,0.48,False,8,21.579163032583892
0.2,82,NPE-OR,3.623305320739746,0.38069429993629456,-2.906358480453491,-0.020643630996346474,0.23000000417232513,0.48,,,
0.2,83,NPE,5.511775016784668,0.4145524203777313,-1.3271852731704712,-1.8049510717391968,0.18000000715255737,0.33,,,
0.2,83,NNPE,3.4671950340270996,0.48555871844291687,-1.3271852731704712,-1.8049510717391968,0.18000000715255737,0.33,,,
0.2,83,NPE-MDS (RF),0.30650728940963745,0.11499688029289246,-1.3271852731704712,-1.8049510717391968,0.18000000715255737,0.33,False,8,22.513143019750714
0.2,83,NPE-OR,3.4032328128814697,0.21603165566921234,-1.3271852731704712,-1.8049510717391968,0.18000000715255737,0.33,,,
0.2,84,NPE,2.1857714653015137,0.15151309967041016,0.18419933319091797,0.5958288908004761,0.17000000178813934,0.17,,,
0.2,84,NNPE,0.5863017439842224,0.12907114624977112,0.18419933319091797,0.5958288908004761,0.17000000178813934,0.17,,,
0.2,84,NPE-MDS (RF),0.10404127836227417,0.10906489193439484,0.18419933319091797,0.5958288908004761,0.17000000178813934,0.17,False,7,23.296527098864317
0.2,84,NPE-OR,0.8921880722045898,0.10998987406492233,0.18419933319091797,0.5958288908004761,0.17000000178813934,0.17,,,
0.2,85,NPE,4.715938568115234,0.3881160020828247,-0.896904468536377,0.593968391418457,0.27000001072883606,0.27,,,
0.2,85,NNPE,3.4550490379333496,0.46049878001213074,-0.896904468536377,0.593968391418457,0.27000001072883606,0.27,,,
0.2,85,NPE-MDS (RF),2.426860809326172,0.23188139498233795,-0.896904468536377,0.593968391418457,0.27000001072883606,0.27,False,8,22.235392942093313
0.2,85,NPE-OR,0.6953031420707703,0.14369827508926392,-0.896904468536377,0.593968391418457,0.27000001072883606,0.27,,,
0.2,86,NPE,2.7218165397644043,0.31660598516464233,1.0215950012207031,1.144482135772705,0.18000000715255737,0.19,,,
0.2,86,NNPE,0.9690259099006653,0.23352114856243134,1.0215950012207031,1.144482135772705,0.18000000715255737,0.19,,,
0.2,86,NPE-MDS (RF),0.33587324619293213,0.07562489807605743,1.0215950012207031,1.144482135772705,0.18000000715255737,0.19,False,8,21.754028974100947
0.2,86,NPE-OR,0.49758052825927734,0.1832246631383896,1.0215950012207031,1.144482135772705,0.18000000715255737,0.19,,,
0.2,87,NPE,0.274617075920105,0.07265941053628922,-0.16161076724529266,-0.3724985122680664,0.12999999523162842,0.14,,,
0.2,87,NNPE,0.5594874620437622,0.02840847708284855,-0.16161076724529266,-0.3724985122680664,0.12999999523162842,0.14,,,
0.2,87,NPE-MDS (RF),0.3721650242805481,0.1014377623796463,-0.16161076724529266,-0.3724985122680664,0.12999999523162842,0.14,False,3,18.569746986031532
0.2,87,NPE-OR,0.9801722168922424,0.17293286323547363,-0.16161076724529266,-0.3724985122680664,0.12999999523162842,0.14,,,
0.2,88,NPE,4.044922828674316,0.2686895430088043,0.7138410210609436,-0.6230091452598572,0.1899999976158142,0.21,,,
0.2,88,NNPE,2.2301430702209473,0.23023030161857605,0.7138410210609436,-0.6230091452598572,0.1899999976158142,0.21,,,
0.2,88,NPE-MDS (RF),1.1856603622436523,0.08153708279132843,0.7138410210609436,-0.6230091452598572,0.1899999976158142,0.21,False,13,26.28792100585997
0.2,88,NPE-OR,2.8264124393463135,0.20917260646820068,0.7138410210609436,-0.6230091452598572,0.1899999976158142,0.21,,,
0.2,89,NPE,1.0400261878967285,0.18699203431606293,-0.5367653369903564,0.17407961189746857,0.28999999165534973,0.3,,,
0.2,89,NNPE,0.8515022397041321,0.17441526055335999,-0.5367653369903564,0.17407961189746857,0.28999999165534973,0.3,,,
0.2,89,NPE-MDS (RF),1.0426030158996582,0.1877233386039734,-0.5367653369903564,0.17407961189746857,0.28999999165534973,0.3,False,1,16.436650999821723
0.2,89,NPE-OR,0.051564037799835205,0.16324761509895325,-0.5367653369903564,0.17407961189746857,0.28999999165534973,0.3,,,
0.2,90,NPE,3.957423686981201,0.22941477596759796,-0.7951692938804626,-0.40558692812919617,0.23000000417232513,0.25,,,
0.2,90,NNPE,3.182689666748047,0.3194219172000885,-0.7951692938804626,-0.40558692812919617,0.23000000417232513,0.25,,,
0.2,90,NPE-MDS (RF),0.2955901622772217,0.1658405214548111,-0.7951692938804626,-0.40558692812919617,0.23000000417232513,0.25,False,8,22.402628092095256
0.2,90,NPE-OR,0.17959201335906982,0.16449809074401855,-0.7951692938804626,-0.40558692812919617,0.23000000417232513,0.25,,,
0.2,91,NPE,4.245502948760986,0.20986707508563995,-0.8577515482902527,-0.23119021952152252,0.23999999463558197,0.24,,,
0.2,91,NNPE,2.786317825317383,0.26365453004837036,-0.8577515482902527,-0.23119021952152252,0.23999999463558197,0.24,,,
0.2,91,NPE-MDS (RF),1.3674911260604858,0.17446373403072357,-0.8577515482902527,-0.23119021952152252,0.23999999463558197,0.24,False,11,24.624729994684458
0.2,91,NPE-OR,0.2554364800453186,0.1180688887834549,-0.8577515482902527,-0.23119021952152252,0.23999999463558197,0.24,,,
0.2,92,NPE,5.401908874511719,0.5435217618942261,0.580377459526062,-0.8618142604827881,0.25,0.28,,,
0.2,92,NNPE,3.012908458709717,0.4024459719657898,0.580377459526062,-0.8618142604827881,0.25,0.28,,,
0.2,92,NPE-MDS (RF),1.7276252508163452,0.18852068483829498,0.580377459526062,-0.8618142604827881,0.25,0.28,False,5,19.777774927206337
0.2,92,NPE-OR,1.103793978691101,0.21527212858200073,0.580377459526062,-0.8618142604827881,0.25,0.28,,,
0.2,93,NPE,2.0816080570220947,0.1843491643667221,0.17015263438224792,0.11300153285264969,0.20000000298023224,0.2,,,
0.2,93,NNPE,1.151737928390503,0.17814357578754425,0.17015263438224792,0.11300153285264969,0.20000000298023224,0.2,,,
0.2,93,NPE-MDS (RF),0.11658602952957153,0.07959392666816711,0.17015263438224792,0.11300153285264969,0.20000000298023224,0.2,False,12,24.90313700400293
0.2,93,NPE-OR,0.3190268874168396,0.05383699759840965,0.17015263438224792,0.11300153285264969,0.20000000298023224,0.2,,,
0.2,94,NPE,3.9573822021484375,0.3535570204257965,1.1430070400238037,0.5048689842224121,0.20000000298023224,0.21,,,
0.2,94,NNPE,2.4634039402008057,0.30943307280540466,1.1430070400238037,0.5048689842224121,0.20000000298023224,0.21,,,
0.2,94,NPE-MDS (RF),0.1434451937675476,0.21838314831256866,1.1430070400238037,0.5048689842224121,0.20000000298023224,0.21,False,9,23.380578961223364
0.2,94,NPE-OR,1.18003249168396,0.2439761757850647,1.1430070400238037,0.5048689842224121,0.20000000298023224,0.21,,,
0.2,95,NPE,5.718170166015625,0.5178954005241394,-1.5789463520050049,0.7488366961479187,0.23000000417232513,0.26,,,
0.2,95,NNPE,4.762334823608398,0.6774342060089111,-1.5789463520050049,0.7488366961479187,0.23000000417232513,0.26,,,
0.2,95,NPE-MDS (RF),2.9341068267822266,0.24992981553077698,-1.5789463520050049,0.7488366961479187,0.23000000417232513,0.26,False,9,21.793329971842468
0.2,95,NPE-OR,2.3080549240112305,0.2303541898727417,-1.5789463520050049,0.7488366961479187,0.23000000417232513,0.26,,,
0.2,96,NPE,4.929977893829346,0.3185713589191437,-0.9712952971458435,1.4193187952041626,0.23999999463558197,0.27,,,
0.2,96,NNPE,3.1691699028015137,0.3210826814174652,-0.9712952971458435,1.4193187952041626,0.23999999463558197,0.27,,,
0.2,96,NPE-MDS (RF),0.9166092872619629,0.06259486079216003,-0.9712952971458435,1.4193187952041626,0.23999999463558197,0.27,False,9,23.00462801940739
0.2,96,NPE-OR,0.2043997049331665,0.030783573165535927,-0.9712952971458435,1.4193187952041626,0.23999999463558197,0.27,,,
0.2,97,NPE,3.496642827987671,0.2942356467247009,0.19783665239810944,0.7564961314201355,0.12999999523162842,0.13,,,
0.2,97,NNPE,1.5668330192565918,0.24679307639598846,0.19783665239810944,0.7564961314201355,0.12999999523162842,0.13,,,
0.2,97,NPE-MDS (RF),0.9130114912986755,0.16560502350330353,0.19783665239810944,0.7564961314201355,0.12999999523162842,0.13,False,10,22.829251014627516
0.2,97,NPE-OR,0.2140546441078186,0.11841132491827011,0.19783665239810944,0.7564961314201355,0.12999999523162842,0.13,,,
0.2,98,NPE,5.406923294067383,0.475368469953537,0.9625040292739868,0.5903865098953247,0.2199999988079071,0.24,,,
0.2,98,NNPE,2.143409252166748,0.38116729259490967,0.9625040292739868,0.5903865098953247,0.2199999988079071,0.24,,,
0.2,98,NPE-MDS (RF),0.08184373378753662,0.15370246767997742,0.9625040292739868,0.5903865098953247,0.2199999988079071,0.24,False,17,28.302494902163744
0.2,98,NPE-OR,0.8811448216438293,0.16463492810726166,0.9625040292739868,0.5903865098953247,0.2199999988079071,0.24,,,
0.2,99,NPE,3.9158575534820557,0.27099016308784485,-0.10298823565244675,-1.899185299873352,0.20999999344348907,0.29,,,
0.2,99,NNPE,2.0850884914398193,0.3707123398780823,-0.10298823565244675,-1.899185299873352,0.20999999344348907,0.29,,,
0.2,99,NPE-MDS (RF),1.1620830297470093,0.1007794439792633,-0.10298823565244675,-1.899185299873352,0.20999999344348907,0.29,False,11,23.03272800054401
0.2,99,NPE-OR,1.1698403358459473,0.2512364089488983,-0.10298823565244675,-1.899185299873352,0.20999999344348907,0.29,,,
0.3,0,NPE,1.2616100311279297,0.13367938995361328,0.0034663756377995014,-0.25272366404533386,0.33000001311302185,0.33,,,
0.3,0,NNPE,1.1884453296661377,0.1795024424791336,0.0034663756377995014,-0.25272366404533386,0.33000001311302185,0.33,,,
0.3,0,NPE-MDS (RF),0.6328805088996887,0.08671139180660248,0.0034663756377995014,-0.25272366404533386,0.33000001311302185,0.33,False,4,18.686861032620072
0.3,0,NPE-OR,0.23784369230270386,0.04588500037789345,0.0034663756377995014,-0.25272366404533386,0.33000001311302185,0.33,,,
0.3,1,NPE,4.02532434463501,0.35996532440185547,0.3353289067745209,-1.3347008228302002,0.28999999165534973,0.34,,,
0.3,1,NNPE,1.4785637855529785,0.28363847732543945,0.3353289067745209,-1.3347008228302002,0.28999999165534973,0.34,,,
0.3,1,NPE-MDS (RF),2.3589820861816406,0.28650590777397156,0.3353289067745209,-1.3347008228302002,0.28999999165534973,0.34,False,9,21.664635045453906
0.3,1,NPE-OR,1.9635146856307983,0.24595582485198975,0.3353289067745209,-1.3347008228302002,0.28999999165534973,0.34,,,
0.3,2,NPE,1.439579725265503,0.21730241179466248,0.042062848806381226,-0.30778980255126953,0.2800000011920929,0.28,,,
0.3,2,NNPE,0.9685189127922058,0.1406259536743164,0.042062848806381226,-0.30778980255126953,0.2800000011920929,0.28,,,
0.3,2,NPE-MDS (RF),0.22912144660949707,0.13011303544044495,0.042062848806381226,-0.30778980255126953,0.2800000011920929,0.28,False,16,27.218081057071686
0.3,2,NPE-OR,0.30209118127822876,0.17642588913440704,0.042062848806381226,-0.30778980255126953,0.2800000011920929,0.28,,,
0.3,3,NPE,5.279518127441406,0.29899877309799194,-0.18699553608894348,-1.6276658773422241,0.23000000417232513,0.28,,,
0.3,3,NNPE,1.8070124387741089,0.24338127672672272,-0.18699553608894348,-1.6276658773422241,0.23000000417232513,0.28,,,
0.3,3,NPE-MDS (RF),0.7925025820732117,0.12524062395095825,-0.18699553608894348,-1.6276658773422241,0.23000000417232513,0.28,False,14,27.23782998509705
0.3,3,NPE-OR,2.8591036796569824,0.32307714223861694,-0.18699553608894348,-1.6276658773422241,0.23000000417232513,0.28,,,
0.3,4,NPE,5.411806106567383,0.3473339080810547,0.02087545022368431,-0.6469335556030273,0.3100000023841858,0.31,,,
0.3,4,NNPE,2.9766643047332764,0.38403433561325073,0.02087545022368431,-0.6469335556030273,0.3100000023841858,0.31,,,
0.3,4,NPE-MDS (RF),1.207991361618042,0.12657848000526428,0.02087545022368431,-0.6469335556030273,0.3100000023841858,0.31,False,14,26.709976023994386
0.3,4,NPE-OR,0.19430315494537354,0.10054875165224075,0.02087545022368431,-0.6469335556030273,0.3100000023841858,0.31,,,
0.3,5,NPE,1.1845120191574097,0.1309618502855301,0.3249884843826294,1.1140481233596802,0.3400000035762787,0.35,,,
0.3,5,NNPE,1.0597732067108154,0.1594347059726715,0.3249884843826294,1.1140481233596802,0.3400000035762787,0.35,,,
0.3,5,NPE-MDS (RF),4.026163101196289,0.317683607339859,0.3249884843826294,1.1140481233596802,0.3400000035762787,0.35,False,11,24.312858935445547
0.3,5,NPE-OR,0.10431116819381714,0.030640432611107826,0.3249884843826294,1.1140481233596802,0.3400000035762787,0.35,,,
0.3,6,NPE,3.1647307872772217,0.23001950979232788,-0.34545621275901794,0.9166619777679443,0.2800000011920929,0.28,,,
0.3,6,NNPE,1.5169262886047363,0.18486441671848297,-0.34545621275901794,0.9166619777679443,0.2800000011920929,0.28,,,
0.3,6,NPE-MDS (RF),0.870123028755188,0.09033972024917603,-0.34545621275901794,0.9166619777679443,0.2800000011920929,0.28,False,8,21.960815996862948
0.3,6,NPE-OR,0.43270379304885864,0.060758497565984726,-0.34545621275901794,0.9166619777679443,0.2800000011920929,0.28,,,
0.3,7,NPE,5.452141284942627,0.3776692748069763,-0.9023668169975281,-1.2188870906829834,0.23000000417232513,0.26,,,
0.3,7,NNPE,2.7490105628967285,0.32534059882164,-0.9023668169975281,-1.2188870906829834,0.23000000417232513,0.26,,,
0.3,7,NPE-MDS (RF),0.5690935254096985,0.1665431410074234,-0.9023668169975281,-1.2188870906829834,0.23000000417232513,0.26,False,11,24.413911974988878
0.3,7,NPE-OR,0.7515026926994324,0.03125682473182678,-0.9023668169975281,-1.2188870906829834,0.23000000417232513,0.26,,,
0.3,8,NPE,3.5720763206481934,0.23386000096797943,-0.1512223780155182,-0.07644481211900711,0.3199999928474426,0.33,,,
0.3,8,NNPE,2.830601453781128,0.3343895375728607,-0.1512223780155182,-0.07644481211900711,0.3199999928474426,0.33,,,
0.3,8,NPE-MDS (RF),2.9097068309783936,0.20542395114898682,-0.1512223780155182,-0.07644481211900711,0.3199999928474426,0.33,False,7,21.738608018495142
0.3,8,NPE-OR,0.7795583605766296,0.09277419745922089,-0.1512223780155182,-0.07644481211900711,0.3199999928474426,0.33,,,
0.3,9,NPE,2.288820743560791,0.2067478448152542,-0.4993504583835602,1.0928330421447754,0.20999999344348907,0.24,,,
0.3,9,NNPE,1.3452377319335938,0.21587549149990082,-0.4993504583835602,1.0928330421447754,0.20999999344348907,0.24,,,
0.3,9,NPE-MDS (RF),2.4764461517333984,0.15123410522937775,-0.4993504583835602,1.0928330421447754,0.20999999344348907,0.24,False,7,22.477198974229395
0.3,9,NPE-OR,0.0760265588760376,0.10510757565498352,-0.4993504583835602,1.0928330421447754,0.20999999344348907,0.24,,,
0.3,10,NPE,6.060786247253418,0.6143398880958557,-0.3023119270801544,-0.9670495986938477,0.30000001192092896,0.31,,,
0.3,10,NNPE,4.255053520202637,0.6291272044181824,-0.3023119270801544,-0.9670495986938477,0.30000001192092896,0.31,,,
0.3,10,NPE-MDS (RF),0.5084814429283142,0.05811250954866409,-0.3023119270801544,-0.9670495986938477,0.30000001192092896,0.31,False,10,24.616456939838827
0.3,10,NPE-OR,1.7545843124389648,0.11383263766765594,-0.3023119270801544,-0.9670495986938477,0.30000001192092896,0.31,,,
0.3,11,NPE,6.0907087326049805,0.5702336430549622,0.8054856061935425,0.6639500260353088,0.33000001311302185,0.35,,,
0.3,11,NNPE,3.7906341552734375,0.4522995054721832,0.8054856061935425,0.6639500260353088,0.33000001311302185,0.35,,,
0.3,11,NPE-MDS (RF),0.5993959903717041,0.0948919951915741,0.8054856061935425,0.6639500260353088,0.33000001311302185,0.35,False,9,23.64633500110358
0.3,11,NPE-OR,1.1826798915863037,0.11680860072374344,0.8054856061935425,0.6639500260353088,0.33000001311302185,0.35,,,
0.3,12,NPE,2.6989543437957764,0.41238686442375183,0.29265096783638,1.1471621990203857,0.25999999046325684,0.26,,,
0.3,12,NNPE,1.588738203048706,0.4083879590034485,0.29265096783638,1.1471621990203857,0.25999999046325684,0.26,,,
0.3,12,NPE-MDS (RF),1.1160378456115723,0.17101740837097168,0.29265096783638,1.1471621990203857,0.25999999046325684,0.26,False,7,22.31912303250283
0.3,12,NPE-OR,0.4979984164237976,0.18822789192199707,0.29265096783638,1.1471621990203857,0.25999999046325684,0.26,,,
0.3,13,NPE,2.9501266479492188,0.2380398064851761,1.0135084390640259,0.7626789212226868,0.30000001192092896,0.33,,,
0.3,13,NNPE,1.1298431158065796,0.13076813519001007,1.0135084390640259,0.7626789212226868,0.30000001192092896,0.33,,,
0.3,13,NPE-MDS (RF),4.17363977432251,0.3330782949924469,1.0135084390640259,0.7626789212226868,0.30000001192092896,0.33,False,11,25.875637074932456
0.3,13,NPE-OR,0.009380578994750977,0.06437890231609344,1.0135084390640259,0.7626789212226868,0.30000001192092896,0.33,,,
0.3,14,NPE,4.1817803382873535,0.37846866250038147,-0.9014445543289185,1.4033788442611694,0.23000000417232513,0.26,,,
0.3,14,NNPE,2.64786958694458,0.37112173438072205,-0.9014445543289185,1.4033788442611694,0.23000000417232513,0.26,,,
0.3,14,NPE-MDS (RF),0.4882502555847168,0.17523227632045746,-0.9014445543289185,1.4033788442611694,0.23000000417232513,0.26,False,12,25.38487093988806
0.3,14,NPE-OR,0.9249184727668762,0.19509997963905334,-0.9014445543289185,1.4033788442611694,0.23000000417232513,0.26,,,
0.3,15,NPE,4.630356311798096,0.36360377073287964,-1.7398908138275146,0.10118403285741806,0.33000001311302185,0.35,,,
0.3,15,NNPE,2.647470235824585,0.4158743917942047,-1.7398908138275146,0.10118403285741806,0.33000001311302185,0.35,,,
0.3,15,NPE-MDS (RF),4.420619487762451,0.26727017760276794,-1.7398908138275146,0.10118403285741806,0.33000001311302185,0.35,False,9,24.125801981426775
0.3,15,NPE-OR,1.0257904529571533,0.16398639976978302,-1.7398908138275146,0.10118403285741806,0.33000001311302185,0.35,,,
0.3,16,NPE,4.897353649139404,0.4990958571434021,-0.5207852721214294,-1.1230578422546387,0.30000001192092896,0.33,,,
0.3,16,NNPE,3.2540676593780518,0.5232974290847778,-0.5207852721214294,-1.1230578422546387,0.30000001192092896,0.33,,,
0.3,16,NPE-MDS (RF),0.673401951789856,0.08536785840988159,-0.5207852721214294,-1.1230578422546387,0.30000001192092896,0.33,False,8,22.649704944342375
0.3,16,NPE-OR,0.673270583152771,0.13320738077163696,-0.5207852721214294,-1.1230578422546387,0.30000001192092896,0.33,,,
0.3,17,NPE,1.0308440923690796,0.11591820418834686,-0.1985640972852707,-1.0447931289672852,0.2199999988079071,0.23,,,
0.3,17,NNPE,1.1365282535552979,0.182084858417511,-0.1985640972852707,-1.0447931289672852,0.2199999988079071,0.23,,,
0.3,17,NPE-MDS (RF),1.6352858543395996,0.09200259298086166,-0.1985640972852707,-1.0447931289672852,0.2199999988079071,0.23,False,9,24.489292060025036
0.3,17,NPE-OR,0.4870801568031311,0.10975196212530136,-0.1985640972852707,-1.0447931289672852,0.2199999988079071,0.23,,,
0.3,18,NPE,1.9818649291992188,0.17640694975852966,-1.1451773643493652,-0.19114214181900024,0.25999999046325684,0.27,,,
0.3,18,NNPE,1.3927029371261597,0.24014969170093536,-1.1451773643493652,-0.19114214181900024,0.25999999046325684,0.27,,,
0.3,18,NPE-MDS (RF),1.1075094938278198,0.1566338986158371,-1.1451773643493652,-0.19114214181900024,0.25999999046325684,0.27,False,27,37.84164600074291
0.3,18,NPE-OR,0.35240060091018677,0.023411255329847336,-1.1451773643493652,-0.19114214181900024,0.25999999046325684,0.27,,,
0.3,19,NPE,5.057509899139404,0.3899894058704376,-0.5013502240180969,1.086443543434143,0.3199999928474426,0.33,,,
0.3,19,NNPE,3.453126907348633,0.40323948860168457,-0.5013502240180969,1.086443543434143,0.3199999928474426,0.33,,,
0.3,19,NPE-MDS (RF),1.9068658351898193,0.13783471286296844,-0.5013502240180969,1.086443543434143,0.3199999928474426,0.33,False,10,24.479481973685324
0.3,19,NPE-OR,0.1217658519744873,0.04502485692501068,-0.5013502240180969,1.086443543434143,0.3199999928474426,0.33,,,
0.3,20,NPE,4.915286064147949,0.41572487354278564,-1.6043837070465088,0.4359384775161743,0.3100000023841858,0.32,,,
0.3,20,NNPE,3.635000705718994,0.5307581424713135,-1.6043837070465088,0.4359384775161743,0.3100000023841858,0.32,,,
0.3,20,NPE-MDS (RF),4.847811222076416,0.3770595192909241,-1.6043837070465088,0.4359384775161743,0.3100000023841858,0.32,False,13,27.5911110220477
0.3,20,NPE-OR,0.5216227769851685,0.11435157805681229,-1.6043837070465088,0.4359384775161743,0.3100000023841858,0.32,,,
0.3,21,NPE,2.3688173294067383,0.2739673852920532,1.4058946371078491,0.10195069015026093,0.25,0.28,,,
0.3,21,NNPE,1.0514496564865112,0.15565140545368195,1.4058946371078491,0.10195069015026093,0.25,0.28,,,
0.3,21,NPE-MDS (RF),1.345787525177002,0.04368586465716362,1.4058946371078491,0.10195069015026093,0.25,0.28,False,5,20.30097204260528
0.3,21,NPE-OR,0.7909981608390808,0.16983218491077423,1.4058946371078491,0.10195069015026093,0.25,0.28,,,
0.3,22,NPE,3.0732123851776123,0.27382078766822815,-0.7018910646438599,-0.23399357497692108,0.36000001430511475,0.37,,,
0.3,22,NNPE,2.422379970550537,0.3668188452720642,-0.7018910646438599,-0.23399357497692108,0.36000001430511475,0.37,,,
