epsilon,sample_index,method,true_state,posterior_mean,rmse,predictive_rff_mmd,actual_contamination_fraction,mds_gate_passed,mds_lbfgs_evaluations,mds_adapt_and_sample_ms
0.0,18,NPE,13,5.947071075439453,7.052928924560547,0.004992335295423569,0.0,,,
0.0,18,NPE-MDS (RF),13,13.835174560546875,0.835174560546875,0.004034058923380787,0.0,False,1,202.47171097435057
0.0,19,NPE,0,7.1915202140808105,7.1915202140808105,0.005477978911675717,0.0,,,
0.0,19,NPE-MDS (RF),0,13.631779670715332,13.631779670715332,0.007486656937405137,0.0,True,0,200.7385561009869
0.0,20,NPE,1,6.777122497558594,5.777122497558594,0.005640057080946797,0.0,,,
0.0,20,NPE-MDS (RF),1,13.592083930969238,12.592083930969238,0.0083250351626097,0.0,True,0,199.74987395107746
0.0,21,NPE,9,7.808952331542969,1.1910476684570312,0.0038278713162312366,0.0,,,
0.0,21,NPE-MDS (RF),9,13.723603248596191,4.723603248596191,0.0040316183010748125,0.0,True,0,199.3807719554752
0.0,22,NPE,16,13.133127212524414,2.866872787475586,0.0044071041996698,0.0,,,
0.0,22,NPE-MDS (RF),16,13.956449508666992,2.043550491333008,0.0043357876396594355,0.0,True,0,205.4347350494936
0.0,23,NPE,4,7.482016086578369,3.482016086578369,0.0036763571941178315,0.0,,,
0.0,23,NPE-MDS (RF),4,13.921591758728027,9.921591758728027,0.0047975669050829076,0.0,True,0,287.7438219729811
0.0,24,NPE,17,8.954425811767578,8.045574188232422,0.005531254797703955,0.0,,,
0.0,24,NPE-MDS (RF),17,13.665997505187988,3.3340024948120117,0.004613721868357982,0.0,False,1,198.00788909196854
0.0,25,NPE,1,7.527578830718994,6.527578830718994,0.004309953241196169,0.0,,,
0.0,25,NPE-MDS (RF),1,13.802586555480957,12.802586555480957,0.006316766255618754,0.0,True,0,211.87385101802647
0.0,26,NPE,19,12.083967208862305,6.916032791137695,0.005087724733213319,0.0,,,
0.0,26,NPE-MDS (RF),19,13.82833480834961,5.171665191650391,0.004677527629088788,0.0,True,0,306.79389007855207
0.0,27,NPE,8,11.189802169799805,3.1898021697998047,0.004241805321203015,0.0,,,
0.0,27,NPE-MDS (RF),8,13.884203910827637,5.884203910827637,0.004477910935271331,0.0,True,0,197.57377507630736
0.0,28,NPE,16,13.872344017028809,2.1276559829711914,0.004172347343836282,0.0,,,
0.0,28,NPE-MDS (RF),16,13.627142906188965,2.372857093811035,0.004160328825376195,0.0,True,0,197.1343110781163
0.0,29,NPE,4,5.444699764251709,1.444699764251709,0.004515636834818216,0.0,,,
0.0,29,NPE-MDS (RF),4,13.486628532409668,9.486628532409668,0.005752417777482364,0.0,True,0,204.98482091352344
0.0,30,NPE,6,12.51867961883545,6.518679618835449,0.0038727898293751117,0.0,,,
0.0,30,NPE-MDS (RF),6,13.799301147460938,7.7993011474609375,0.004064522513466489,0.0,True,0,199.70502192154527
0.0,31,NPE,16,13.726140022277832,2.273859977722168,0.0045311745426447085,0.0,,,
0.0,31,NPE-MDS (RF),16,13.793217658996582,2.206782341003418,0.0045398050039061055,0.0,True,0,206.54787099920213
0.0,32,NPE,0,7.951197147369385,7.951197147369385,0.004705744245486838,0.0,,,
0.0,32,NPE-MDS (RF),0,13.585695266723633,13.585695266723633,0.006507061129960946,0.0,True,0,200.1248359447345
0.0,33,NPE,19,7.085916042327881,11.914083480834961,0.005142176196866071,0.0,,,
0.0,33,NPE-MDS (RF),19,13.901751518249512,5.098248481750488,0.003729165856710007,0.0,True,0,202.46421091724187
0.0,34,NPE,19,11.872064590454102,7.127935409545898,0.004149454701193886,0.0,,,
0.0,34,NPE-MDS (RF),19,13.828442573547363,5.171557426452637,0.00382378244180313,0.0,True,0,199.96438000816852
0.0,35,NPE,12,9.32613754272461,2.6738624572753906,0.004985527965796799,0.0,,,
0.0,35,NPE-MDS (RF),12,13.786553382873535,1.7865533828735352,0.004531202739097953,0.0,True,0,204.06614197418094
0.0,36,NPE,9,14.342366218566895,5.3423662185668945,0.004985266444174604,0.0,,,
0.0,36,NPE-MDS (RF),9,14.031171798706055,5.031171798706055,0.0049813915833725984,0.0,True,0,198.57613591011614
0.0,37,NPE,12,9.925233840942383,2.074766159057617,0.003775251332543534,0.0,,,
0.0,37,NPE-MDS (RF),12,13.784098625183105,1.7840986251831055,0.0037995624617789803,0.0,True,0,287.91585797443986
0.0,38,NPE,7,8.795806884765625,1.795806884765625,0.003952073589508456,0.0,,,
0.0,38,NPE-MDS (RF),7,13.604381561279297,6.604381561279297,0.004834858943711794,0.0,True,0,199.1712449816987
0.0,39,NPE,1,8.586896896362305,7.586896896362305,0.004235581016709273,0.0,,,
0.0,39,NPE-MDS (RF),1,13.833243370056152,12.833243370056152,0.00563912926308156,0.0,True,0,206.95546409115195
0.0,40,NPE,15,10.6089448928833,4.391055107116699,0.0037959608562486255,0.0,,,
0.0,40,NPE-MDS (RF),15,13.696463584899902,1.3035364151000977,0.003707660211699279,0.0,True,0,199.82733600772917
0.0,41,NPE,0,7.718435764312744,7.718435764312744,0.0049649623871335456,0.0,,,
0.0,41,NPE-MDS (RF),0,13.515336990356445,13.515336990356445,0.0068229813018542244,0.0,True,0,199.96606092900038
0.0,42,NPE,5,8.55514907836914,3.5551490783691406,0.0034811265218578267,0.0,,,
0.0,42,NPE-MDS (RF),5,13.46213150024414,8.46213150024414,0.004382737654379418,0.0,True,0,201.05709601193666
0.0,43,NPE,11,12.178257942199707,1.178257942199707,0.0037149281213883526,0.0,,,
0.0,43,NPE-MDS (RF),11,13.680157661437988,2.6801576614379883,0.003691271521574924,0.0,True,0,205.58482001069933
0.0,44,NPE,11,5.357845783233643,5.642154216766357,0.004412516882487134,0.0,,,
0.0,44,NPE-MDS (RF),11,13.496973991394043,2.496973991394043,0.0037802473973217524,0.0,True,0,201.58491900656372
0.0,45,NPE,14,12.24044132232666,1.7595586776733398,0.004145832554368983,0.0,,,
0.0,45,NPE-MDS (RF),14,13.539670944213867,0.4603290557861328,0.00403489819221404,0.0,True,0,200.52236400078982
0.0,46,NPE,19,13.25411605834961,5.745883941650391,0.004619472847643508,0.0,,,
0.0,46,NPE-MDS (RF),19,13.916067123413086,5.083932876586914,0.004475558061472887,0.0,True,0,203.44931504223496
0.0,47,NPE,11,10.373032569885254,0.6269674301147461,0.004022974013067174,0.0,,,
0.0,47,NPE-MDS (RF),11,13.896891593933105,2.8968915939331055,0.003772365050632868,0.0,True,0,205.38207609206438
0.0,48,NPE,0,6.208835601806641,6.208835601806641,0.003927292002249608,0.0,,,
0.0,48,NPE-MDS (RF),0,13.639684677124023,13.639684677124023,0.00566283831309683,0.0,True,0,208.58629897702485
0.0,49,NPE,5,8.323463439941406,3.3234634399414062,0.004436242584245914,0.0,,,
0.0,49,NPE-MDS (RF),5,13.628748893737793,8.628748893737793,0.005298172557546124,0.0,True,0,205.95287496689707
0.0,50,NPE,4,4.2894697189331055,0.28946971893310547,0.0034131523158400104,0.0,,,
0.0,50,NPE-MDS (RF),4,13.619997024536133,9.619997024536133,0.006146449642184638,0.0,True,0,200.27554500848055
0.0,51,NPE,10,7.193036079406738,2.8069639205932617,0.004526867773937592,0.0,,,
0.0,51,NPE-MDS (RF),10,13.716612815856934,3.7166128158569336,0.004932739085189757,0.0,True,0,207.691719988361
0.0,52,NPE,2,10.231206893920898,8.231206893920898,0.004400894605178476,0.0,,,
0.0,52,NPE-MDS (RF),2,13.768651008605957,11.768651008605957,0.0054056603137927674,0.0,True,0,199.37138608656824
0.0,53,NPE,16,11.511441230773926,4.488558769226074,0.004167602748235055,0.0,,,
0.0,53,NPE-MDS (RF),16,13.944615364074707,2.055384635925293,0.0038240504238636706,0.0,True,0,200.60161396395415
0.0,54,NPE,3,14.003338813781738,11.003338813781738,0.006112863597554729,0.0,,,
0.0,54,NPE-MDS (RF),3,13.786337852478027,10.786337852478027,0.006030512501418532,0.0,False,1,283.01436407491565
0.0,55,NPE,8,11.36018180847168,3.3601818084716797,0.004821280595436798,0.0,,,
0.0,55,NPE-MDS (RF),8,13.76472282409668,5.76472282409668,0.005353183043403144,0.0,True,0,290.9128849860281
0.0,56,NPE,9,8.562459945678711,0.43754005432128906,0.003515143887091315,0.0,,,
0.0,56,NPE-MDS (RF),9,13.69522762298584,4.69522762298584,0.003930530353537085,0.0,True,0,197.11512397043407
0.0,57,NPE,12,12.86344051361084,0.8634405136108398,0.003720329329413932,0.0,,,
0.0,57,NPE-MDS (RF),12,13.674994468688965,1.6749944686889648,0.0037613451371082086,0.0,True,0,201.30410802084953
0.0,58,NPE,18,11.723466873168945,6.276533126831055,0.004203910191375953,0.0,,,
0.0,58,NPE-MDS (RF),18,13.7584228515625,4.2415771484375,0.0038948801674103793,0.0,True,0,201.83170400559902
0.0,59,NPE,1,7.12393856048584,6.12393856048584,0.0039632912478238394,0.0,,,
0.0,59,NPE-MDS (RF),1,13.95157527923584,12.95157527923584,0.006284014282783254,0.0,True,0,291.3859599502757
0.0,60,NPE,9,12.899975776672363,3.8999757766723633,0.005116778067900072,0.0,,,
0.0,60,NPE-MDS (RF),9,13.654312133789062,4.6543121337890625,0.005264698843473368,0.0,True,0,205.11760807130486
0.0,61,NPE,13,12.120198249816895,0.8798017501831055,0.0046422691217765065,0.0,,,
0.0,61,NPE-MDS (RF),13,13.814008712768555,0.8140087127685547,0.004771648158013498,0.0,True,0,286.93127795122564
0.0,62,NPE,14,13.503599166870117,0.4964008331298828,0.003911707864087318,0.0,,,
0.0,62,NPE-MDS (RF),14,13.735373497009277,0.26462650299072266,0.003913622397892274,0.0,True,0,200.58695401530713
0.0,63,NPE,7,10.676431655883789,3.676431655883789,0.0037877796939968164,0.0,,,
0.0,63,NPE-MDS (RF),7,13.561638832092285,6.561638832092285,0.00411764029194216,0.0,True,0,199.75417794194072
0.0,64,NPE,6,6.7059197425842285,0.7059197425842285,0.003445781756245647,0.0,,,
0.0,64,NPE-MDS (RF),6,13.843400955200195,7.843400955200195,0.004187980639312909,0.0,True,0,202.09082204382867
0.0,65,NPE,13,8.67699909210205,4.323000907897949,0.00474403606778434,0.0,,,
0.0,65,NPE-MDS (RF),13,13.614771842956543,0.614771842956543,0.004221890639892844,0.0,True,0,206.4971619984135
0.0,66,NPE,16,11.4738130569458,4.526186943054199,0.004588605094419859,0.0,,,
0.0,66,NPE-MDS (RF),16,13.81385612487793,2.1861438751220703,0.004045458979459736,0.0,True,0,199.79003898333758
0.0,67,NPE,19,13.310317993164062,5.6896820068359375,0.005110517618807929,0.0,,,
0.0,67,NPE-MDS (RF),19,13.823460578918457,5.176539421081543,0.005030639005922596,0.0,True,0,201.48369297385216
0.0,68,NPE,5,10.971236228942871,5.971236228942871,0.004381644904469448,0.0,,,
0.0,68,NPE-MDS (RF),5,13.796834945678711,8.796834945678711,0.005030397249207496,0.0,True,0,208.87645799666643
0.0,69,NPE,3,8.596728324890137,5.596728324890137,0.004072133715726551,0.0,,,
0.0,69,NPE-MDS (RF),3,13.63032341003418,10.63032341003418,0.005054562850269624,0.0,True,0,314.11349307745695
0.0,70,NPE,16,10.903547286987305,5.096452713012695,0.004707995267097996,0.0,,,
0.0,70,NPE-MDS (RF),16,13.564284324645996,2.435715675354004,0.004270842585192613,0.0,True,0,202.12112402077764
0.0,71,NPE,2,3.3344757556915283,1.3344757556915283,0.004168362173682996,0.0,,,
0.0,71,NPE-MDS (RF),2,13.24154281616211,11.24154281616211,0.007403499193846421,0.0,True,0,202.33143004588783
0.0,72,NPE,7,9.224379539489746,2.224379539489746,0.0037975225489415934,0.0,,,
0.0,72,NPE-MDS (RF),7,13.764904022216797,6.764904022216797,0.0036832479349297605,0.0,True,0,211.01858594920486
0.0,73,NPE,14,6.549199104309082,7.450800895690918,0.004191922869229836,0.0,,,
0.0,73,NPE-MDS (RF),14,13.704767227172852,0.29523277282714844,0.0035766807442167686,0.0,True,0,209.6808140631765
0.0,74,NPE,16,9.85090160369873,6.1490983963012695,0.003839227854544253,0.0,,,
0.0,74,NPE-MDS (RF),16,13.770339965820312,2.2296600341796875,0.003786501865833369,0.0,True,0,199.0919370437041
0.0,75,NPE,9,9.629512786865234,0.6295127868652344,0.004564360089039055,0.0,,,
0.0,75,NPE-MDS (RF),9,13.674422264099121,4.674422264099121,0.004647916386801786,0.0,True,0,201.3946600491181
0.0,76,NPE,11,9.799921035766602,1.2000789642333984,0.0035425932756904693,0.0,,,
0.0,76,NPE-MDS (RF),11,13.697009086608887,2.6970090866088867,0.0039071737533907715,0.0,True,0,198.78252898342907
0.0,77,NPE,15,13.325539588928223,1.6744604110717773,0.0037284118566550993,0.0,,,
0.0,77,NPE-MDS (RF),15,13.87627124786377,1.1237287521362305,0.003691954167691964,0.0,True,0,203.8604289991781
0.0,78,NPE,8,9.005714416503906,1.0057144165039062,0.004299153373071726,0.0,,,
0.0,78,NPE-MDS (RF),8,13.76978588104248,5.7697858810424805,0.004475763795949241,0.0,True,0,393.29484093468636
0.0,79,NPE,10,9.05849838256836,0.9415016174316406,0.0036131950502570854,0.0,,,
0.0,79,NPE-MDS (RF),10,13.804113388061523,3.8041133880615234,0.003813291953654313,0.0,True,0,199.74140904378146
0.0,80,NPE,12,13.622062683105469,1.6220626831054688,0.0038153708818650317,0.0,,,
0.0,80,NPE-MDS (RF),12,13.75607967376709,1.7560796737670898,0.003828472532693806,0.0,True,0,199.96406603604555
0.0,81,NPE,5,8.541776657104492,3.541776657104492,0.004098464001050951,0.0,,,
0.0,81,NPE-MDS (RF),5,13.808277130126953,8.808277130126953,0.00525221457951071,0.0,True,0,213.44152395613492
0.0,82,NPE,7,10.343652725219727,3.3436527252197266,0.003996666443462894,0.0,,,
0.0,82,NPE-MDS (RF),7,13.878689765930176,6.878689765930176,0.004578705652922715,0.0,True,0,291.19410598650575
0.0,83,NPE,4,6.853488922119141,2.8534889221191406,0.003722597261901388,0.0,,,
0.0,83,NPE-MDS (RF),4,13.863036155700684,9.863036155700684,0.0051980674415426755,0.0,True,0,200.78099193051457
0.0,84,NPE,9,16.11751937866211,7.117519378662109,0.0043206182623747365,0.0,,,
0.0,84,NPE-MDS (RF),9,13.863544464111328,4.863544464111328,0.004060528099203146,0.0,True,0,304.7477680956945
0.0,85,NPE,2,5.901361465454102,3.9013614654541016,0.0040788049386432665,0.0,,,
0.0,85,NPE-MDS (RF),2,13.740456581115723,11.740456581115723,0.006195388475886058,0.0,True,0,207.13909401092678
0.0,86,NPE,4,7.337950229644775,3.3379502296447754,0.004061016157205313,0.0,,,
0.0,86,NPE-MDS (RF),4,13.556914329528809,9.556914329528809,0.005675137365646477,0.0,True,0,200.79002296552062
0.0,87,NPE,19,10.790117263793945,8.209882736206055,0.005412333341708701,0.0,,,
0.0,87,NPE-MDS (RF),19,13.836941719055176,5.163058280944824,0.004688314039174869,0.0,False,1,301.78725195582956
0.0,88,NPE,6,6.117264270782471,0.1172642707824707,0.0033367165752642607,0.0,,,
0.0,88,NPE-MDS (RF),6,13.786049842834473,7.786049842834473,0.004762934941071092,0.0,True,0,304.3947760015726
0.0,89,NPE,11,13.032587051391602,2.0325870513916016,0.00462530969395354,0.0,,,
0.0,89,NPE-MDS (RF),11,13.77206039428711,2.7720603942871094,0.004670445400402613,0.0,True,0,495.0882149860263
0.0,90,NPE,7,12.232831001281738,5.232831001281738,0.0037105954559990503,0.0,,,
0.0,90,NPE-MDS (RF),7,13.678003311157227,6.678003311157227,0.0039167438859540795,0.0,True,0,199.60076408460736
0.0,91,NPE,13,13.669061660766602,0.6690616607666016,0.0036990174925957257,0.0,,,
0.0,91,NPE-MDS (RF),13,13.963886260986328,0.9638862609863281,0.003725244616691768,0.0,True,0,204.3701559305191
0.0,92,NPE,16,9.42746639251709,6.57253360748291,0.00468631992500693,0.0,,,
0.0,92,NPE-MDS (RF),16,13.64440631866455,2.355593681335449,0.0039419921279621834,0.0,True,0,307.071891031228
0.0,93,NPE,6,13.101531982421875,7.101531982421875,0.005331358880035979,0.0,,,
0.0,93,NPE-MDS (RF),6,13.704374313354492,7.704374313354492,0.0054922321290654975,0.0,True,0,201.03817991912365
0.0,94,NPE,7,6.6751885414123535,0.3248114585876465,0.0044567967058015195,0.0,,,
0.0,94,NPE-MDS (RF),7,13.51366138458252,6.5136613845825195,0.005093410154218589,0.0,True,0,200.0778689980507
0.0,95,NPE,13,8.260669708251953,4.739330291748047,0.003964817748213601,0.0,,,
0.0,95,NPE-MDS (RF),13,13.859908103942871,0.8599081039428711,0.0036016898718127773,0.0,True,0,197.74844497442245
0.0,96,NPE,10,10.251638412475586,0.25163841247558594,0.0037511574043965767,0.0,,,
0.0,96,NPE-MDS (RF),10,13.731289863586426,3.731289863586426,0.003812915554859766,0.0,True,0,291.1093740258366
0.0,97,NPE,11,11.429662704467773,0.42966270446777344,0.004089264456087204,0.0,,,
0.0,97,NPE-MDS (RF),11,13.8473539352417,2.847353935241699,0.004216095302980831,0.0,True,0,298.3456529909745
0.0,98,NPE,6,12.930785179138184,6.930785179138184,0.004240780292745626,0.0,,,
0.0,98,NPE-MDS (RF),6,13.836454391479492,7.836454391479492,0.004403601802072856,0.0,True,0,290.9741880139336
0.0,99,NPE,4,11.774106979370117,7.774106979370117,0.0036638039158986883,0.0,,,
0.0,99,NPE-MDS (RF),4,13.828909873962402,9.828909873962402,0.0039358852581386295,0.0,True,0,290.7187700038776
0.1,0,NPE,8,12.348902702331543,4.348902702331543,0.004275760850710921,0.10000000149011612,,,
0.1,0,NPE-MDS (RF),8,13.61328125,5.61328125,0.004452541585692558,0.10000000149011612,True,0,132.40518793463707
0.1,1,NPE,19,12.312833786010742,6.687166213989258,0.005491622349615388,0.10000000149011612,,,
0.1,1,NPE-MDS (RF),19,13.890620231628418,5.109379768371582,0.0051236689388035215,0.10000000149011612,True,0,202.16277602594346
0.1,2,NPE,2,8.730820655822754,6.730820655822754,0.00461541624095675,0.10000000149011612,,,
0.1,2,NPE-MDS (RF),2,13.574447631835938,11.574447631835938,0.00565992227829107,0.10000000149011612,True,0,201.99073001276702
0.1,3,NPE,10,15.074543952941895,5.0745439529418945,0.004199260975886497,0.10000000149011612,,,
0.1,3,NPE-MDS (RF),10,13.805564880371094,3.8055648803710938,0.00403985755987478,0.10000000149011612,False,11,384.4823220279068
0.1,4,NPE,10,11.193342208862305,1.1933422088623047,0.003697694937389419,0.10000000149011612,,,
0.1,4,NPE-MDS (RF),10,13.538670539855957,3.538670539855957,0.004093880299438494,0.10000000149011612,False,10,293.57585101388395
0.1,5,NPE,15,14.677519798278809,0.3224802017211914,0.004216001179760222,0.10000000149011612,,,
0.1,5,NPE-MDS (RF),15,14.133149147033691,0.8668508529663086,0.004290674227989168,0.10000000149011612,False,13,388.0366840166971
0.1,6,NPE,9,14.177078247070312,5.1770782470703125,0.004304585649078352,0.10000000149011612,,,
0.1,6,NPE-MDS (RF),9,14.022076606750488,5.022076606750488,0.004270720431333728,0.10000000149011612,False,1,199.7306770645082
0.1,7,NPE,4,12.952247619628906,8.952247619628906,0.0050470624689184715,0.10000000149011612,,,
0.1,7,NPE-MDS (RF),4,13.730628967285156,9.730628967285156,0.0052830351601256716,0.10000000149011612,False,10,491.01172701921314
0.1,8,NPE,17,12.050232887268066,4.949767112731934,0.004366988323336355,0.10000000149011612,,,
0.1,8,NPE-MDS (RF),17,13.751275062561035,3.248724937438965,0.004153345652666521,0.10000000149011612,True,0,298.33359201438725
0.1,9,NPE,16,16.115753173828125,0.115753173828125,0.004088624408175184,0.10000000149011612,,,
0.1,9,NPE-MDS (RF),16,13.655431747436523,2.3445682525634766,0.0041991583754552786,0.10000000149011612,True,0,209.66629101894796
0.1,10,NPE,17,13.66930103302002,3.3306989669799805,0.004442655552779194,0.10000000149011612,,,
0.1,10,NPE-MDS (RF),17,13.614052772521973,3.3859472274780273,0.00447233352131321,0.10000000149011612,True,0,201.28536398988217
0.1,11,NPE,5,11.191007614135742,6.191007614135742,0.004163604473050007,0.10000000149011612,,,
0.1,11,NPE-MDS (RF),5,13.656312942504883,8.656312942504883,0.0045685408827676605,0.10000000149011612,False,10,486.4177560666576
0.1,12,NPE,8,12.714054107666016,4.714054107666016,0.0034131257199077085,0.10000000149011612,,,
0.1,12,NPE-MDS (RF),8,13.895812034606934,5.895812034606934,0.0035473643804818907,0.10000000149011612,True,0,202.36635894980282
0.1,13,NPE,4,12.302346229553223,8.302346229553223,0.005159140803047425,0.10000000149011612,,,
0.1,13,NPE-MDS (RF),4,13.65560245513916,9.65560245513916,0.005501108210792349,0.10000000149011612,False,15,390.41643193922937
0.1,14,NPE,7,12.647762298583984,5.647762298583984,0.004256178880948356,0.10000000149011612,,,
0.1,14,NPE-MDS (RF),7,13.896257400512695,6.896257400512695,0.004524265406887575,0.10000000149011612,True,0,204.5378980692476
0.1,15,NPE,9,12.727653503417969,3.7276535034179688,0.004830388144227855,0.10000000149011612,,,
0.1,15,NPE-MDS (RF),9,13.612109184265137,4.612109184265137,0.004991444268483303,0.10000000149011612,True,0,202.96829706057906
0.1,16,NPE,2,9.486505508422852,7.486505508422852,0.004874403762167294,0.10000000149011612,,,
0.1,16,NPE-MDS (RF),2,13.59330940246582,11.59330940246582,0.006118532122292548,0.10000000149011612,True,0,294.5867929374799
0.1,17,NPE,18,15.251485824584961,2.748514175415039,0.004002158066216828,0.10000000149011612,,,
0.1,17,NPE-MDS (RF),18,13.873223304748535,4.126776695251465,0.004132556230697525,0.10000000149011612,True,0,199.90341097582132
0.1,18,NPE,13,10.359707832336426,2.640292167663574,0.004178865650003935,0.10000000149011612,,,
0.1,18,NPE-MDS (RF),13,13.748181343078613,0.7481813430786133,0.004030315012849915,0.10000000149011612,True,0,208.09116098098457
0.1,19,NPE,0,13.101024627685547,13.101024627685547,0.0072934660753202,0.10000000149011612,,,
0.1,19,NPE-MDS (RF),0,13.727151870727539,13.727151870727539,0.007539737891425499,0.10000000149011612,False,1,293.3805639622733
0.1,20,NPE,1,11.972426414489746,10.972426414489746,0.007586677316941735,0.10000000149011612,,,
0.1,20,NPE-MDS (RF),1,13.673971176147461,12.673971176147461,0.008370744642142578,0.10000000149011612,False,1,201.95884502027184
0.1,21,NPE,9,13.90956974029541,4.90956974029541,0.004053593979331426,0.10000000149011612,,,
0.1,21,NPE-MDS (RF),9,13.732850074768066,4.732850074768066,0.004033086495613377,0.10000000149011612,True,0,204.2168079642579
0.1,22,NPE,16,13.984910011291504,2.015089988708496,0.004343669983185917,0.10000000149011612,,,
0.1,22,NPE-MDS (RF),16,13.771207809448242,2.228792190551758,0.004345967416908939,0.10000000149011612,True,0,199.9424509704113
0.1,23,NPE,4,11.542556762695312,7.5425567626953125,0.004219445808119124,0.10000000149011612,,,
0.1,23,NPE-MDS (RF),4,13.789007186889648,9.789007186889648,0.004755120965858034,0.10000000149011612,True,0,198.25520797166973
0.1,24,NPE,17,12.413701057434082,4.586298942565918,0.004793630725085303,0.10000000149011612,,,
0.1,24,NPE-MDS (RF),17,13.827119827270508,3.172880172729492,0.004593518740166426,0.10000000149011612,True,0,287.4174539465457
0.1,25,NPE,1,13.562296867370605,12.562296867370605,0.006236320325910146,0.10000000149011612,,,
0.1,25,NPE-MDS (RF),1,13.807130813598633,12.807130813598633,0.006322443145185693,0.10000000149011612,False,1,198.86688701808453
0.1,26,NPE,19,13.927423477172852,5.072576522827148,0.004647286859430342,0.10000000149011612,,,
0.1,26,NPE-MDS (RF),19,14.082448959350586,4.917551040649414,0.00462728295599367,0.10000000149011612,True,0,205.94160200562328
0.1,27,NPE,8,12.816227912902832,4.816227912902832,0.004355762430234131,0.10000000149011612,,,
0.1,27,NPE-MDS (RF),8,13.91390609741211,5.913906097412109,0.004481352170572626,0.10000000149011612,True,0,209.97428998816758
0.1,28,NPE,16,14.416484832763672,1.5835151672363281,0.004137550958947699,0.10000000149011612,,,
