epsilon,sample,theta_1,theta_2_log,summary_clean,summary_observed,summary_mds,npe_mean_baseline,npe_mean_mds,rmse_baseline,rmse_mds,gate_passed,lbfgs_evaluations,adapt_ms
0.1,25,1.8783390522,1.09949707985,"[3.004338264465332, 0.0007637106464244425, 0.6352095007896423]","[7.91065788269043, 227.47702026367188, 0.9999973773956299]","[2.8892409801483154, 0.0036855414509773254, 0.6963935494422913]","[0.0650324821472168, -3.5231997966766357]","[1.5812475681304932, 1.020612359046936]",3.51122522354,0.21735471487,False,51,143.976245075
0.1,26,0.304980754852,-0.270941257477,"[3.4669253826141357, 0.14421983063220978, 0.9977715611457825]","[8.285164833068848, 219.65737915039062, 0.9999891519546509]","[3.575188398361206, 0.07963843643665314, 0.9939603805541992]","[0.0650324821472168, -3.5231997966766357]","[0.41770482063293457, 0.7447612285614014]",2.30594468117,0.722619652748,False,38,131.04126486
0.1,27,1.26232719421,1.59587097168,"[4.950228691101074, 0.001303755328990519, 0.7910897731781006]","[9.562691688537598, 201.69207763671875, 0.9999961256980896]","[4.6873064041137695, 0.0012959334999322891, 0.8444433808326721]","[0.0650324821472168, -3.5231997966766357]","[1.1064577102661133, 1.539057970046997]",3.71741843224,0.117309451103,False,45,130.222707987
0.1,28,0.923421025276,-0.591073513031,"[0.738476037979126, 0.008663228712975979, 0.9566086530685425]","[5.864438056945801, 247.30638122558594, 0.9999954700469971]","[0.6893250942230225, 0.011240465566515923, 0.9616643786430359]","[0.0650324821472168, -3.5231997966766357]","[0.8852024674415588, -0.7795965075492859]",2.16034674644,0.136017605662,False,45,124.514673837
0.1,29,0.201174259186,0.12864780426,"[5.089654922485352, 0.13440130650997162, 0.9977282881736755]","[9.802680015563965, 210.75634765625, 0.9999907612800598]","[5.6804704666137695, 0.0225689634680748, 0.9999356865882874]","[0.0650324821472168, -3.5231997966766357]","[0.4831168055534363, 1.6327812671661377]",2.58403992653,1.08210659027,False,37,131.770208012
0.1,30,0.390838623047,-0.640078544617,"[2.4653403759002686, 0.12314016371965408, 0.9972752928733826]","[7.411412239074707, 231.29708862304688, 0.999991238117218]","[2.4917595386505127, 0.08884665369987488, 0.9900513887405396]","[0.0650324821472168, -3.5231997966766357]","[0.460246205329895, 0.06626328825950623]",2.05165028572,0.501864671707,False,72,161.124021048
0.1,31,0.755759716034,0.425132513046,"[1.8894474506378174, 0.018655117601156235, 0.9790859222412109]","[6.847305774688721, 231.93698120117188, 0.9999951720237732]","[1.8872954845428467, 0.02722686156630516, 0.9724116325378418]","[0.0650324821472168, -3.5231997966766357]","[0.7081800103187561, 0.32486802339553833]",2.83429288864,0.0784754604101,False,47,142.805967014
0.1,32,0.963084101677,-1.8414375782,"[0.3245968520641327, 0.007402714807540178, 0.9549848437309265]","[5.366402626037598, 239.1199188232422, 0.9999952912330627]","[0.4348320960998535, 0.006615258753299713, 0.935776948928833]","[0.0650324821472168, -3.5231997966766357]","[0.9902938008308411, -1.2808176279067993]",1.34811365604,0.396884799004,False,39,129.917714978
0.1,33,1.76100611687,-0.31640291214,"[0.7315931916236877, 0.0007525875698775053, 0.6023102402687073]","[5.895166397094727, 251.1436767578125, 0.9999969005584717]","[8.372807502746582, -0.010362988337874413, 1.0222809314727783]","[0.0650324821472168, -3.5231997966766357]","[0.4156843423843384, 2.2039904594421387]",2.56513857841,2.02018237114,False,48,148.778817849
0.1,34,0.916264414787,-0.594049692154,"[0.749178409576416, 0.009009703993797302, 0.9557992219924927]","[5.765603542327881, 236.7671661376953, 0.9999955296516418]","[0.6996328830718994, 0.011413626372814178, 0.962443470954895]","[0.0650324821472168, -3.5231997966766357]","[0.8817610144615173, -0.7634315490722656]",2.15690946579,0.1222307235,False,38,128.982815892
0.1,35,0.469787478447,1.86543107033,"[6.987374782562256, 0.015358448028564453, 0.9773855209350586]","[11.502392768859863, 194.4832000732422, 0.9999924302101135]","[6.661090850830078, 0.04704352095723152, 0.9837018251419067]","[0.0650324821472168, -3.5231997966766357]","[0.2918897271156311, 1.5992448329925537]",3.82107114792,0.226387634873,False,52,152.651128126
0.1,36,1.1907106638,0.375519990921,"[1.5052490234375, 0.0017971278866752982, 0.823229968547821]","[6.494910717010498, 234.5821075439453, 0.9999963641166687]","[1.507757544517517, 0.004687206819653511, 0.8151459097862244]","[0.0650324821472168, -3.5231997966766357]","[1.2212095260620117, 0.33554306626319885]",2.86942219734,0.0355551354587,False,35,136.140181217
0.1,37,1.38453388214,-0.295213699341,"[0.7636349201202393, 0.0012433509109541774, 0.7475478053092957]","[5.863034725189209, 244.8125, 0.9999960064888]","[0.7856695652008057, 0.0028088539838790894, 0.7728513479232788]","[0.0650324821472168, -3.5231997966766357]","[1.3624727725982666, -0.3120971918106079]",2.46586489677,0.0196436364204,False,59,158.565119142
0.1,38,1.22229039669,1.36147546768,"[3.9306161403656006, 0.0013681144919246435, 0.781679093837738]","[8.689355850219727, 214.36944580078125, 0.9999961256980896]","[2.7252328395843506, 0.06177996098995209, 0.9688888192176819]","[0.0650324821472168, -3.5231997966766357]","[0.5444000363349915, 0.49627670645713806]",3.54959845543,0.77720785141,False,47,142.062651925
0.1,39,1.28180956841,1.17743253708,"[3.2738828659057617, 0.0011121080024167895, 0.7353384494781494]","[8.106560707092285, 220.7684326171875, 0.999997079372406]","[3.2563436031341553, 0.0022654682397842407, 0.7766082882881165]","[0.0650324821472168, -3.5231997966766357]","[1.31074059009552, 1.1630830764770508]",3.43340134621,0.0228354018182,False,31,133.507143939
0.1,40,0.797395467758,-0.598965167999,"[0.8845452666282654, 0.01776689663529396, 0.9789921641349792]","[5.943136692047119, 240.87709045410156, 0.9999943375587463]","[0.8885194063186646, 0.019335266202688217, 0.9742255210876465]","[0.0650324821472168, -3.5231997966766357]","[0.7902960777282715, -0.6286550164222717]",2.13160777092,0.021585740149,False,28,118.390647927
0.1,41,0.320232391357,-0.45787024498,"[3.2013394832611084, 0.14297087490558624, 0.997410774230957]","[7.993921279907227, 217.4293670654297, 0.9999904036521912]","[3.7840898036956787, 0.02762787789106369, 1.0009574890136719]","[0.0650324821472168, -3.5231997966766357]","[0.5773170590400696, 1.1713216304779053]",2.17501401901,1.16626727581,False,44,141.081494978
0.1,42,0.974156022072,-0.987366914749,"[0.5292460918426514, 0.006330002099275589, 0.9453085064888]","[5.657375335693359, 247.55050659179688, 0.9999955892562866]","[0.5783848762512207, 0.006455941125750542, 0.9344958662986755]","[0.0650324821472168, -3.5231997966766357]","[0.9903937578201294, -0.843198299407959]",1.90485620499,0.102587170899,False,39,132.201293949
0.1,43,0.371503710747,-1.58665919304,"[2.3743410110473633, 0.13946306705474854, 0.9977156519889832]","[7.462953567504883, 244.47862243652344, 0.999991774559021]","[2.472353458404541, 0.08859216421842575, 0.9898700714111328]","[0.0650324821472168, -3.5231997966766357]","[0.4619563817977905, 0.0541435070335865]",1.38638269901,1.16198432446,False,38,137.40475988
0.1,44,1.98343014717,-1.81092190742,"[0.16214628517627716, 0.0008406362612731755, 0.6689743399620056]","[5.286841869354248, 246.7832489013672, 0.9999969005584717]","[0.3369171619415283, 0.004013005644083023, 0.6216926574707031]","[0.0650324821472168, -3.5231997966766357]","[1.8643214702606201, -1.2711234092712402]",1.81826090813,0.39087677002,False,46,134.88076604
0.1,45,0.058616399765,-1.6652970314,"[7.961241245269775, 0.04939938709139824, 0.994186282157898]","[12.292825698852539, 179.4580841064453, 0.9999911785125732]","[8.101081848144531, 0.029442308470606804, 0.9911653995513916]","[0.0650324821472168, -3.5231997966766357]","[0.14646118879318237, 1.8562767505645752]",1.3137434721,2.49090337753,False,48,127.469197148
0.1,46,1.14946389198,1.57625961304,"[4.870185852050781, 0.0014629727229475975, 0.8183556795120239]","[9.6443510055542, 216.208251953125, 0.9999954700469971]","[4.675991058349609, 0.0012112818658351898, 0.8464179039001465]","[0.0650324821472168, -3.5231997966766357]","[1.1021642684936523, 1.5373263359069824]",3.68649411201,0.043318901211,False,37,115.631856024
0.1,47,0.392607212067,1.86805081367,"[7.1897735595703125, 0.01958310790359974, 0.9830988645553589]","[11.608750343322754, 186.5028076171875, 0.9999931454658508]","[7.571341514587402, 0.006813529878854752, 0.9452705979347229]","[0.0650324821472168, -3.5231997966766357]","[0.566257655620575, 1.9882526397705078]",3.81922030449,0.149336785078,False,29,155.014685122
0.1,48,0.765691876411,1.41302418709,"[4.346948146820068, 0.00889146514236927, 0.9580507278442383]","[9.053707122802734, 210.00558471679688, 0.9999948740005493]","[3.8402323722839355, 0.06841157376766205, 0.9874764084815979]","[0.0650324821472168, -3.5231997966766357]","[0.4396021366119385, 0.9219951033592224]",3.5254240036,0.416799753904,False,45,156.296960078
0.1,49,0.854231357574,-0.701244354248,"[0.7606212496757507, 0.012434451840817928, 0.9699401259422302]","[5.846399307250977, 243.7748565673828, 0.999995231628418]","[0.7459805011749268, 0.014253324829041958, 0.9695394039154053]","[0.0650324821472168, -3.5231997966766357]","[0.8417837023735046, -0.7596122026443481]",2.07198786736,0.0422004126012,False,34,135.896846186
0.2,0,1.6108019352,0.720744609833,"[2.0634429454803467, 0.000827235693577677, 0.6609132289886475]","[11.90020751953125, 408.2995300292969, 0.9999960064888]","[2.112504005432129, 0.004754668101668358, 0.691653847694397]","[0.0650324821472168, -3.5231997966766357]","[1.5963869094848633, 0.6831738948822021]",3.19378018379,0.0284548029304,False,46,148.603731068
0.2,1,0.699809908867,1.54831004143,"[4.988616943359375, 0.010461442172527313, 0.9689536094665527]","[14.354969024658203, 372.5845947265625, 0.9999949932098389]","[5.36381196975708, 0.0021603628993034363, 0.9577747583389282]","[0.0650324821472168, -3.5231997966766357]","[0.791656494140625, 1.6748967170715332]",3.61408042908,0.110589288175,False,33,138.41437106
0.2,2,0.970022797585,-0.134967565536,"[1.0220656394958496, 0.005806857254356146, 0.9348754286766052]","[11.176797866821289, 434.4755859375, 0.9999964237213135]","[1.1027894020080566, 0.008851911872625351, 0.9347749948501587]","[0.0650324821472168, -3.5231997966766357]","[0.9510361552238464, -0.0973803848028183]",2.47983121872,0.0297765750438,False,44,141.998434905
0.2,3,0.145107030869,0.781837940216,"[6.560544490814209, 0.0865493193268776, 0.9961391091346741]","[15.692046165466309, 355.7970275878906, 0.9999924898147583]","[6.339999198913574, 0.06998097896575928, 0.9850170016288757]","[0.0650324821472168, -3.5231997966766357]","[0.24134737253189087, 1.3653943538665771]",3.04464769363,0.418210655451,False,33,137.426467845
0.2,4,1.04496157169,-1.49887108803,"[0.33641570806503296, 0.0047097718343138695, 0.9291476607322693]","[10.617122650146484, 443.8135681152344, 0.9999967217445374]","[0.5354299545288086, 0.005393514409661293, 0.9187952280044556]","[0.0650324821472168, -3.5231997966766357]","[1.0324822664260864, -0.8929058909416199]",1.59030926228,0.428572952747,False,48,140.889779897
0.2,5,1.87544727325,1.14562177658,"[3.144686222076416, 0.0009210541029460728, 0.6545755863189697]","[12.796587944030762, 393.884033203125, 0.9999960660934448]","[2.946096181869507, 0.005973100662231445, 0.714687705039978]","[0.0650324821472168, -3.5231997966766357]","[1.4985629320144653, 1.0119026899337769]",3.54086828232,0.282774299383,False,35,121.410114923
0.2,6,1.34836030006,0.680509090424,"[1.9966628551483154, 0.001352810300886631, 0.7841481566429138]","[12.064067840576172, 427.70697021484375, 0.9999970197677612]","[2.002049684524536, 0.007484614849090576, 0.7800050377845764]","[0.0650324821472168, -3.5231997966766357]","[1.2825660705566406, 0.5908055305480957]",3.10790085793,0.078662596643,False,49,137.842647033
0.2,7,1.09356486797,-0.978704452515,"[0.4681086242198944, 0.0035721503663808107, 0.8994497656822205]","[10.775996208190918, 447.00994873046875, 0.9999962449073792]","[0.5603139400482178, 0.004400232806801796, 0.917798638343811]","[0.0650324821472168, -3.5231997966766357]","[1.0428606271743774, -0.7953421473503113]",1.94066166878,0.134522587061,False,45,134.359639138
0.2,8,1.77303254604,0.605893611908,"[1.835150957107544, 0.0008660806925036013, 0.6979833841323853]","[11.630768775939941, 404.7783203125, 0.9999961256980896]","[1.9431445598602295, 0.004792027175426483, 0.6060757040977478]","[0.0650324821472168, -3.5231997966766357]","[1.9251084327697754, 0.5944114923477173]",3.15964198112,0.10783996433,False,29,148.951063165
0.2,9,1.64437627792,-0.141121864319,"[0.869411826133728, 0.0008470219327136874, 0.6780110597610474]","[11.051460266113281, 436.3620300292969, 0.9999967813491821]","[0.8948415517807007, 0.003749774768948555, 0.7425938248634338]","[0.0650324821472168, -3.5231997966766357]","[1.4437013864517212, -0.19481372833251953]",2.63939166069,0.146889805794,False,50,141.882330179
0.2,10,1.81752705574,1.46806073189,"[4.339208602905273, 0.0007004767539910972, 0.5883130431175232]","[13.786812782287598, 378.23004150390625, 0.999996542930603]","[3.976743698120117, 0.002692360430955887, 0.7568206787109375]","[0.0650324821472168, -3.5231997966766357]","[1.3674554824829102, 1.3608710765838623]",3.74058270454,0.327149838209,False,60,159.739187919
0.2,11,1.96917140484,-1.06430578232,"[0.34638065099716187, 0.0007956677000038326, 0.6437404155731201]","[10.555622100830078, 437.9709777832031, 0.9999964237213135]","[6.252837181091309, -0.003139173611998558, 0.7671629786491394]","[0.0650324821472168, -3.5231997966766357]","[1.3355916738510132, 1.8706209659576416]",2.19907999039,2.12311315536,False,55,150.07721819
0.2,12,1.20067739487,-0.224704742432,"[0.8475859761238098, 0.001659737667068839, 0.8327949047088623]","[11.009775161743164, 434.4226379394531, 0.9999967813491821]","[1.0931109189987183, 0.007843703031539917, 0.7971551418304443]","[0.0650324821472168, -3.5231997966766357]","[1.256448745727539, -0.0747530460357666]",2.46675491333,0.113128148019,False,66,154.490364017
0.2,13,1.18298184872,-1.37688755989,"[0.3058070242404938, 0.0021829346660524607, 0.8417224884033203]","[10.646916389465332, 449.7804260253906, 0.9999958872795105]","[0.6622161865234375, 0.007208887487649918, 0.7946392893791199]","[0.0650324821472168, -3.5231997966766357]","[1.2801628112792969, -0.6331666707992554]",1.7112082243,0.530360639095,False,58,143.636815948
0.2,14,1.62843906879,0.58690738678,"[1.8029437065124512, 0.0010181802790611982, 0.7213289737701416]","[11.751206398010254, 417.197998046875, 0.999996542930603]","[1.8729519844055176, 0.004955587908625603, 0.6911922097206116]","[0.0650324821472168, -3.5231997966766357]","[1.5988972187042236, 0.5562576055526733]",3.1094391346,0.0301009137183,False,58,139.447659953
0.2,15,0.626592516899,-1.77805352211,"[0.9059152007102966, 0.04827723279595375, 0.9925979971885681]","[11.031676292419434, 431.5403137207031, 0.9999955296516418]","[1.067885398864746, 0.050821490585803986, 0.9751785397529602]","[0.0650324821472168, -3.5231997966766357]","[0.6360863447189331, -1.233315110206604]",1.29631888866,0.38524672389,False,40,156.017504167
0.2,16,0.793452739716,-1.22287893295,"[0.6440168023109436, 0.018909724429249763, 0.9810105562210083]","[10.660649299621582, 421.86981201171875, 0.9999963045120239]","[7.829297065734863, -0.015009379014372826, 1.0714938640594482]","[0.0650324821472168, -3.5231997966766357]","[0.44255417585372925, 2.1746997833251953]",1.70617592335,2.41522979736,False,68,159.105091123
0.2,17,0.666797161102,-1.3957092762,"[0.8631208539009094, 0.03754154592752457, 0.9909141063690186]","[10.872056007385254, 421.8028564453125, 0.9999951720237732]","[1.0604422092437744, 0.026934655383229256, 0.9758505821228027]","[0.0650324821472168, -3.5231997966766357]","[0.7351841926574707, -0.5229595899581909]",1.56338357925,0.619018852711,False,36,143.140095053
0.2,18,1.18247234821,1.39818835258,"[4.079082012176514, 0.0017636737320572138, 0.8333531618118286]","[13.574358940124512, 381.65972900390625, 0.9999958276748657]","[2.7942018508911133, 0.06824254244565964, 0.9646444916725159]","[0.0650324821472168, -3.5231997966766357]","[0.5300547480583191, 0.4672955572605133]",3.56852459908,0.80380666256,False,33,139.194946969
0.2,19,0.98117351532,1.01310491562,"[2.8624658584594727, 0.0041602072305977345, 0.9214109778404236]","[12.578885078430176, 398.8909606933594, 0.9999954104423523]","[3.059499502182007, 0.008197112008929253, 0.7986034750938416]","[0.0650324821472168, -3.5231997966766357]","[1.2069586515426636, 1.0329793691635132]",3.27241277695,0.160271525383,False,33,129.999977071
0.2,20,1.84160423279,1.96215844154,"[7.11768913269043, 0.0007307734340429306, 0.619502604007721]","[16.11779022216797, 345.87030029296875, 0.9999944567680359]","[6.924333572387695, 0.001680692657828331, 0.7305400371551514]","[0.0650324821472168, -3.5231997966766357]","[1.3823217153549194, 1.9294166564941406]",4.07709217072,0.325585961342,False,39,128.055154113
0.2,21,1.48104608059,-0.0195467472076,"[0.9875261187553406, 0.0011424978729337454, 0.746679425239563]","[11.0842866897583, 428.87054443359375, 0.9999967217445374]","[1.0631440877914429, 0.004502411931753159, 0.7550868391990662]","[0.0650324821472168, -3.5231997966766357]","[1.3967225551605225, -0.028930949047207832]",2.67214131355,0.0599938333035,False,38,134.35754599
0.2,22,0.526807188988,-1.64075136185,"[1.3216627836227417, 0.07856908440589905, 0.9953161478042603]","[11.479792594909668, 434.70098876953125, 0.9999947547912598]","[1.4791746139526367, 0.06156381219625473, 0.9722002148628235]","[0.0650324821472168, -3.5231997966766357]","[0.5931498408317566, -0.6228184103965759]",1.3705561161,0.721314311028,False,37,137.454865035
0.2,23,1.21033799648,0.2413585186,"[1.3195853233337402, 0.001841688179410994, 0.833681046962738]","[11.350017547607422, 423.6263427734375, 0.9999966621398926]","[1.417188048362732, 0.006697734817862511, 0.8003658652305603]","[0.0650324821472168, -3.5231997966766357]","[1.24648916721344, 0.23536022007465363]",2.78241109848,0.0259122233838,False,60,153.93534489
0.2,24,1.24013137817,1.97806930542,"[7.241131782531738, 0.0011340726632624865, 0.7522823214530945]","[16.13382911682129, 338.13397216796875, 0.9999934434890747]","[7.219536781311035, 0.0034065265208482742, 0.9205166697502136]","[0.0650324821472168, -3.5231997966766357]","[0.7225766777992249, 1.9663362503051758]",3.97773933411,0.366060465574,False,35,140.473169973
0.2,25,1.8783390522,1.09949707985,"[3.004338264465332, 0.0007637106464244425, 0.6352095007896423]","[12.779497146606445, 403.9874572753906, 0.9999973773956299]","[2.9637553691864014, 0.003648415207862854, 0.6426391005516052]","[0.0650324821472168, -3.5231997966766357]","[1.794184684753418, 1.0447771549224854]",3.51122522354,0.0709796696901,False,33,136.798476102
0.2,26,0.304980754852,-0.270941257477,"[3.4669253826141357, 0.14421983063220978, 0.9977715611457825]","[13.030949592590332, 387.02508544921875, 0.9999927282333374]","[3.9616246223449707, 0.02996004745364189, 1.001870036125183]","[0.0650324821472168, -3.5231997966766357]","[0.5535907745361328, 1.2104545831680298]",2.30594468117,1.0621535778,False,64,162.912253058
0.2,27,1.26232719421,1.59587097168,"[4.950228691101074, 0.001303755328990519, 0.7910897731781006]","[14.250855445861816, 367.0250549316406, 0.9999963641166687]","[5.0698370933532715, 0.0007433313876390457, 0.6670575141906738]","[0.0650324821472168, -3.5231997966766357]","[1.7085776329040527, 1.6227744817733765]",3.71741843224,0.316119641066,False,37,138.942304067
0.2,28,0.923421025276,-0.591073513031,"[0.738476037979126, 0.008663228712975979, 0.9566086530685425]","[10.921966552734375, 436.174072265625, 0.9999964833259583]","[0.8703528642654419, 0.0084796492010355, 0.9393715858459473]","[0.0650324821472168, -3.5231997966766357]","[0.9520304203033447, -0.3798295855522156]",2.16034674644,0.15073569119,False,46,142.307413975
0.2,29,0.201174259186,0.12864780426,"[5.089654922485352, 0.13440130650997162, 0.9977282881736755]","[14.463269233703613, 372.61474609375, 0.9999927878379822]","[5.869626045227051, 0.004857782274484634, 0.9680881500244141]","[0.0650324821472168, -3.5231997966766357]","[0.7030816078186035, 1.7533575296401978]",2.58403992653,1.20241272449,False,35,136.99353789
0.2,30,0.390838623047,-0.640078544617,"[2.4653403759002686, 0.12314016371965408, 0.9972752928733826]","[12.366022109985352, 414.10748291015625, 0.9999943971633911]","[2.3866019248962402, 0.08718857169151306, 0.9793184399604797]","[0.0650324821472168, -3.5231997966766357]","[0.48397135734558105, -0.011460079811513424]",2.05165028572,0.449352234602,False,48,145.597758936
0.2,31,0.755759716034,0.425132513046,"[1.8894474506378174, 0.018655117601156235, 0.9790859222412109]","[11.876189231872559, 420.4371643066406, 0.9999958276748657]","[1.9985263347625732, 0.012836594134569168, 0.9553505778312683]","[0.0650324821472168, -3.5231997966766357]","[0.841280460357666, 0.5413410663604736]",2.83429288864,0.102025061846,False,32,130.919129122
0.2,32,0.963084101677,-1.8414375782,"[0.3245968520641327, 0.007402714807540178, 0.9549848437309265]","[10.497215270996094, 434.8021240234375, 0.9999964833259583]","[0.7704639434814453, 0.010459206998348236, 0.8799381256103516]","[0.0650324821472168, -3.5231997966766357]","[1.0582574605941772, -0.5677247643470764]",1.34811365604,0.90316182375,False,39,131.750616943
0.2,33,1.76100611687,-0.31640291214,"[0.7315931916236877, 0.0007525875698775053, 0.6023102402687073]","[11.007854461669922, 444.4704284667969, 0.999997079372406]","[0.8409409523010254, 0.004238996654748917, 0.6614093780517578]","[0.0650324821472168, -3.5231997966766357]","[1.7219276428222656, -0.2687399983406067]",2.56513857841,0.0435825660825,False,56,154.707205016
0.2,34,0.916264414787,-0.594049692154,"[0.749178409576416, 0.009009703993797302, 0.9557992219924927]","[10.857433319091797, 429.7991638183594, 0.9999963641166687]","[0.7369294166564941, 0.012089768424630165, 0.9611364603042603]","[0.0650324821472168, -3.5231997966766357]","[0.8766556978225708, -0.7063401341438293]",2.15690946579,0.0841961801052,False,37,127.712481888
0.2,35,0.469787478447,1.86543107033,"[6.987374782562256, 0.015358448028564453, 0.9773855209350586]","[15.885364532470703, 338.1700439453125, 0.9999921321868896]","[6.654424667358398, 0.035573095083236694, 0.9753333330154419]","[0.0650324821472168, -3.5231997966766357]","[0.366016685962677, 1.6829255819320679]",3.82107114792,0.148453071713,False,45,131.87683979
0.2,36,1.1907106638,0.375519990921,"[1.5052490234375, 0.0017971278866752982, 0.823229968547821]","[11.452265739440918, 416.8262023925781, 0.9999970197677612]","[1.2583694458007812, 0.0036052167415618896, 0.9328492283821106]","[0.0650324821472168, -3.5231997966766357]","[1.0030548572540283, 0.147153839468956]",2.86942219734,0.209004551172,False,57,150.271816878
0.2,37,1.38453388214,-0.295213699341,"[0.7636349201202393, 0.0012433509109541774, 0.7475478053092957]","[10.95042610168457, 436.7026062011719, 0.9999964237213135]","[7.857967376708984, -0.01977701671421528, 0.9249898195266724]","[0.0650324821472168, -3.5231997966766357]","[0.8355935215950012, 2.218205690383911]",2.46586489677,1.8191498518,False,53,136.442420073
0.2,38,1.22229039669,1.36147546768,"[3.9306161403656006, 0.0013681144919246435, 0.781679093837738]","[13.453068733215332, 383.988037109375, 0.9999966025352478]","[3.3961215019226074, 0.012834702618420124, 0.873194694519043]","[0.0650324821472168, -3.5231997966766357]","[0.9777146577835083, 1.1093628406524658]",3.54959845543,0.248372778296,False,51,138.815812999
0.2,39,1.28180956841,1.17743253708,"[3.2738828659057617, 0.0011121080024167895, 0.7353384494781494]","[12.966569900512695, 397.08331298828125, 0.9999971389770508]","[3.0919179916381836, 0.007648235186934471, 0.8406947255134583]","[0.0650324821472168, -3.5231997966766357]","[1.102305293083191, 1.0539127588272095]",3.43340134621,0.154076159,False,64,154.098741943
0.2,40,0.797395467758,-0.598965167999,"[0.8845452666282654, 0.01776689663529396, 0.9789921641349792]","[10.911150932312012, 422.92083740234375, 0.9999955892562866]","[1.167758584022522, 0.013802827335894108, 0.9411492943763733]","[0.0650324821472168, -3.5231997966766357]","[0.8859156370162964, -0.11816985160112381]",2.13160777092,0.345687687397,False,65,159.196805209
0.2,41,0.320232391357,-0.45787024498,"[3.2013394832611084, 0.14297087490558624, 0.997410774230957]","[12.825794219970703, 391.90777587890625, 0.9999932050704956]","[3.1453590393066406, 0.08200119435787201, 0.9932713508605957]","[0.0650324821472168, -3.5231997966766357]","[0.4373394250869751, 0.5435408353805542]",2.17501401901,0.712929964066,False,42,131.314647151
0.2,42,0.974156022072,-0.987366914749,"[0.5292460918426514, 0.006330002099275589, 0.9453085064888]","[10.657448768615723, 431.6235656738281, 0.9999963045120239]","[0.5421984195709229, 0.011767012998461723, 0.9567394256591797]","[0.0650324821472168, -3.5231997966766357]","[0.8939629197120667, -1.2003605365753174]",1.90485620499,0.160930454731,False,36,140.455238987
0.2,43,0.371503710747,-1.58665919304,"[2.3743410110473633, 0.13946306705474854, 0.9977156519889832]","[12.410265922546387, 425.1271057128906, 0.9999945163726807]","[2.3643226623535156, 0.08716101199388504, 0.9794317483901978]","[0.0650324821472168, -3.5231997966766357]","[0.48489344120025635, -0.030353592708706856]",1.38638269901,1.1033911705,False,49,136.904451996
0.2,44,1.98343014717,-1.81092190742,"[0.16214628517627716, 0.0008406362612731755, 0.6689743399620056]","[10.491257667541504, 447.9346008300781, 0.9999971389770508]","[0.48049354553222656, 0.005731649696826935, 0.6301400661468506]","[0.0650324821472168, -3.5231997966766357]","[1.828670620918274, -0.9247431755065918]",1.81826090813,0.636106610298,False,39,140.098646982
0.2,45,0.058616399765,-1.6652970314,"[7.961241245269775, 0.04939938709139824, 0.994186282157898]","[16.691621780395508, 326.53485107421875, 0.9999920129776001]","[8.29146957397461, 0.012494933791458607, 0.980502188205719]","[0.0650324821472168, -3.5231997966766357]","[0.2771364450454712, 2.0160467624664307]",1.3137434721,2.60768508911,False,46,142.868489027
0.2,46,1.14946389198,1.57625961304,"[4.870185852050781, 0.0014629727229475975, 0.8183556795120239]","[14.252154350280762, 373.560302734375, 0.9999957084655762]","[4.682178497314453, 0.0015425290912389755, 0.8469587564468384]","[0.0650324821472168, -3.5231997966766357]","[1.0980154275894165, 1.535821557044983]",3.68649411201,0.0462719164789,False,62,155.544104986
0.2,47,0.392607212067,1.86805081367,"[7.1897735595703125, 0.01958310790359974, 0.9830988645553589]","[16.114898681640625, 340.0981140136719, 0.9999940991401672]","[6.649072647094727, 0.06360194832086563, 0.9737939834594727]","[0.0650324821472168, -3.5231997966766357]","[0.24640297889709473, 1.4347645044326782]",3.81922030449,0.323351740837,False,37,149.62336584
0.2,48,0.765691876411,1.41302418709,"[4.346948146820068, 0.00889146514236927, 0.9580507278442383]","[13.840471267700195, 382.4573669433594, 0.9999958872795105]","[4.958643913269043, 0.0006850901991128922, 0.6831178665161133]","[0.0650324821472168, -3.5231997966766357]","[1.650780200958252, 1.6017004251480103]",3.5254240036,0.639914095402,False,59,160.615213914
0.2,49,0.854231357574,-0.701244354248,"[0.7606212496757507, 0.012434451840817928, 0.9699401259422302]","[11.006075859069824, 441.986572265625, 0.9999962449073792]","[1.049957513809204, 0.012995854951441288, 0.9376476407051086]","[0.0650324821472168, -3.5231997966766357]","[0.9043896794319153, -0.24001775681972504]",2.07198786736,0.328059315681,False,47,138.9585
0.3,0,1.6108019352,0.720744609833,"[2.0634429454803467, 0.000827235693577677, 0.6609132289886475]","[16.864469528198242, 543.4866333007812, 0.9999956488609314]","[2.1104488372802734, 0.010066984221339226, 0.7391917705535889]","[0.0650324821472168, -3.5231997966766357]","[1.393066167831421, 0.6048630475997925]",3.19378018379,0.17440956831,False,47,142.044915119
0.3,1,0.699809908867,1.54831004143,"[4.988616943359375, 0.010461442172527313, 0.9689536094665527]","[19.043807983398438, 493.735107421875, 0.999994695186615]","[4.567223072052002, 0.04756125435233116, 0.9646213054656982]","[0.0650324821472168, -3.5231997966766357]","[0.49810588359832764, 1.2464661598205566]",3.61408042908,0.256704360247,False,52,142.863901099
0.3,2,0.970022797585,-0.134967565536,"[1.0220656394958496, 0.005806857254356146, 0.9348754286766052]","[16.25904083251953, 574.6366577148438, 0.9999964237213135]","[1.454440951347351, 0.014289778657257557, 0.823413610458374]","[0.0650324821472168, -3.5231997966766357]","[1.135522484779358, 0.13406847417354584]",2.47983121872,0.22335010767,False,42,133.85248906
