epsilon,sample,theta_1,theta_2_log,summary_clean,summary_observed,summary_mds,npe_mean_baseline,npe_mean_mds,rmse_baseline,rmse_mds,gate_passed,lbfgs_evaluations,adapt_ms
0.3,3,0.145107030869,0.781837940216,"[6.560544490814209, 0.0865493193268776, 0.9961391091346741]","[20.243675231933594, 470.2583923339844, 0.9999921321868896]","[6.257234573364258, 0.07097769528627396, 0.9760775566101074]","[0.0650324821472168, -3.5231997966766357]","[0.26387178897857666, 1.3380533456802368]",3.04464769363,0.402169525623,False,33,131.535010878
0.3,4,1.04496157169,-1.49887108803,"[0.33641570806503296, 0.0047097718343138695, 0.9291476607322693]","[15.66647720336914, 579.89794921875, 0.9999964237213135]","[8.34302043914795, -0.01019255630671978, 1.0214592218399048]","[0.0650324821472168, -3.5231997966766357]","[0.42103177309036255, 2.1998939514160156]",1.59030926228,2.65237164497,False,51,139.119626023
0.3,5,1.87544727325,1.14562177658,"[3.144686222076416, 0.0009210541029460728, 0.6545755863189697]","[17.555654525756836, 516.4017944335938, 0.9999958276748657]","[2.810417652130127, 0.009521730244159698, 0.7394022345542908]","[0.0650324821472168, -3.5231997966766357]","[1.387727975845337, 0.9192943572998047]",3.54086828232,0.380193501711,False,52,140.201939968
0.3,6,1.34836030006,0.680509090424,"[1.9966628551483154, 0.001352810300886631, 0.7841481566429138]","[16.985103607177734, 557.1904907226562, 0.9999967217445374]","[1.5890586376190186, 0.005284426733851433, 0.9181002974510193]","[0.0650324821472168, -3.5231997966766357]","[1.0051759481430054, 0.37631794810295105]",3.10790085793,0.324274390936,False,43,135.359096108
0.3,7,1.09356486797,-0.978704452515,"[0.4681086242198944, 0.0035721503663808107, 0.8994497656822205]","[15.875527381896973, 586.9572143554688, 0.9999963641166687]","[1.3917291164398193, 0.010264543816447258, 0.6038891077041626]","[0.0650324821472168, -3.5231997966766357]","[1.9063720703125, 0.14141765236854553]",1.94066166878,0.978603363037,False,27,121.214416809
0.3,8,1.77303254604,0.605893611908,"[1.835150957107544, 0.0008660806925036013, 0.6979833841323853]","[16.61969757080078, 541.72314453125, 0.9999963045120239]","[1.7069307565689087, 0.008225556463003159, 0.7597743272781372]","[0.0650324821472168, -3.5231997966766357]","[1.3445385694503784, 0.40827202796936035]",3.15964198112,0.333662539721,False,27,124.597060028
0.3,9,1.64437627792,-0.141121864319,"[0.869411826133728, 0.0008470219327136874, 0.6780110597610474]","[16.137653350830078, 576.2984619140625, 0.999996542930603]","[1.0203889608383179, 0.005946110934019089, 0.6990213394165039]","[0.0650324821472168, -3.5231997966766357]","[1.5758259296417236, -0.10497385263442993]",2.63939166069,0.0547988526523,False,26,125.193798915
0.3,10,1.81752705574,1.46806073189,"[4.339208602905273, 0.0007004767539910972, 0.5883130431175232]","[18.548974990844727, 503.0937194824219, 0.9999959468841553]","[4.186646461486816, 0.0034727901220321655, 0.6096875071525574]","[0.0650324821472168, -3.5231997966766357]","[1.9208636283874512, 1.3984928131103516]",3.74058270454,0.0880855917931,False,58,149.057860021
0.3,11,1.96917140484,-1.06430578232,"[0.34638065099716187, 0.0007956677000038326, 0.6437404155731201]","[15.679842948913574, 580.3399658203125, 0.9999961256980896]","[0.8758519887924194, 0.007256515324115753, 0.5708760619163513]","[0.0650324821472168, -3.5231997966766357]","[2.027144193649292, -0.2960222661495209]",2.19907999039,0.544802904129,False,48,155.139117967
0.3,12,1.20067739487,-0.224704742432,"[0.8475859761238098, 0.001659737667068839, 0.8327949047088623]","[16.020095825195312, 568.81494140625, 0.9999966025352478]","[0.7795321941375732, 0.004855221137404442, 0.923159122467041]","[0.0650324821472168, -3.5231997966766357]","[1.0224899053573608, -0.4175139367580414]",2.46675491333,0.185642361641,False,47,138.664186001
0.3,13,1.18298184872,-1.37688755989,"[0.3058070242404938, 0.0021829346660524607, 0.8417224884033203]","[15.829298973083496, 595.17822265625, 0.9999957084655762]","[7.950081825256348, -0.019460266456007957, 0.9222908020019531]","[0.0650324821472168, -3.5231997966766357]","[0.8262932896614075, 2.227956533432007]",1.7112082243,2.56145739555,False,55,161.629206035
0.3,14,1.62843906879,0.58690738678,"[1.8029437065124512, 0.0010181802790611982, 0.7213289737701416]","[16.75017738342285, 553.5090942382812, 0.9999959468841553]","[1.2918797731399536, 0.0036983881145715714, 0.9231727719306946]","[0.0650324821472168, -3.5231997966766357]","[1.0190891027450562, 0.17570547759532928]",3.1094391346,0.519804954529,False,49,140.105183935
0.3,15,0.626592516899,-1.77805352211,"[0.9059152007102966, 0.04827723279595375, 0.9925979971885681]","[16.137331008911133, 573.7203369140625, 0.9999963045120239]","[1.1957471370697021, 0.02781780995428562, 0.9715749025344849]","[0.0650324821472168, -3.5231997966766357]","[0.7318609952926636, -0.3442590832710266]",1.29631888866,1.0165746212,False,49,143.341490999
0.3,16,0.793452739716,-1.22287893295,"[0.6440168023109436, 0.018909724429249763, 0.9810105562210083]","[15.7579984664917, 564.4613037109375, 0.9999963641166687]","[1.8902840614318848, 0.01112523302435875, 0.6321459412574768]","[0.0650324821472168, -3.5231997966766357]","[1.7974298000335693, 0.4581308364868164]",1.70617592335,1.38451504707,False,25,123.07265983
0.3,17,0.666797161102,-1.3957092762,"[0.8631208539009094, 0.03754154592752457, 0.9909141063690186]","[15.972285270690918, 564.5607299804688, 0.9999953508377075]","[2.1813297271728516, 0.010181283578276634, 0.6262814998626709]","[0.0650324821472168, -3.5231997966766357]","[1.8255009651184082, 0.6270697116851807]",1.56338357925,1.64836728573,False,48,167.022499023
0.3,18,1.18247234821,1.39818835258,"[4.079082012176514, 0.0017636737320572138, 0.8333531618118286]","[18.286468505859375, 502.593505859375, 0.9999958872795105]","[3.525592565536499, 0.01645597442984581, 0.8847800493240356]","[0.0650324821472168, -3.5231997966766357]","[0.9136551022529602, 1.1224743127822876]",3.56852459908,0.272287487984,False,33,117.555842968
0.3,19,0.98117351532,1.01310491562,"[2.8624658584594727, 0.0041602072305977345, 0.9214109778404236]","[17.472444534301758, 529.9385986328125, 0.9999952912330627]","[2.0388312339782715, 0.05496884509921074, 0.960512101650238]","[0.0650324821472168, -3.5231997966766357]","[0.6070569753646851, 0.11603344976902008]",3.27241277695,0.687277436256,False,57,143.669352867
0.3,20,1.84160423279,1.96215844154,"[7.11768913269043, 0.0007307734340429306, 0.619502604007721]","[20.43970489501953, 446.2149658203125, 0.9999940395355225]","[7.074765205383301, 0.0007183011621236801, 0.9166513681411743]","[0.0650324821472168, -3.5231997966766357]","[0.7756500244140625, 1.9656767845153809]",4.07709217072,0.753747582436,False,46,132.68198492
0.3,21,1.48104608059,-0.0195467472076,"[0.9875261187553406, 0.0011424978729337454, 0.746679425239563]","[16.15964698791504, 568.9929809570312, 0.9999967217445374]","[1.2037253379821777, 0.008054999634623528, 0.7586084008216858]","[0.0650324821472168, -3.5231997966766357]","[1.361183762550354, 0.03019612841308117]",2.67214131355,0.0917641818523,False,47,133.347457042
0.3,22,0.526807188988,-1.64075136185,"[1.3216627836227417, 0.07856908440589905, 0.9953161478042603]","[16.43516731262207, 565.4552001953125, 0.9999951124191284]","[1.5188037157058716, 0.06192396581172943, 0.9650548100471497]","[0.0650324821472168, -3.5231997966766357]","[0.6010702848434448, -0.5736513137817383]",1.3705561161,0.75637871027,False,42,136.856464203
0.3,23,1.21033799648,0.2413585186,"[1.3195853233337402, 0.001841688179410994, 0.833681046962738]","[16.29815673828125, 555.0181884765625, 0.9999966025352478]","[1.8771146535873413, 0.008685283362865448, 0.6231435537338257]","[0.0650324821472168, -3.5231997966766357]","[1.843498706817627, 0.492324560880661]",2.78241109848,0.481599658728,False,51,132.816069061
0.3,24,1.24013137817,1.97806930542,"[7.241131782531738, 0.0011340726632624865, 0.7522823214530945]","[20.5014705657959, 442.56182861328125, 0.9999933838844299]","[6.522310256958008, 0.03178664296865463, 0.958398699760437]","[0.0650324821472168, -3.5231997966766357]","[0.43960922956466675, 1.6845002174377441]",3.97773933411,0.602917313576,False,34,124.851962784
0.3,25,1.8783390522,1.09949707985,"[3.004338264465332, 0.0007637106464244425, 0.6352095007896423]","[17.69426727294922, 536.3325805664062, 0.9999969601631165]","[2.7196292877197266, 0.009241815656423569, 0.7390992045402527]","[0.0650324821472168, -3.5231997966766357]","[1.3912501335144043, 0.88783198595047]",3.51122522354,0.375538110733,False,42,128.485863796
0.3,26,0.304980754852,-0.270941257477,"[3.4669253826141357, 0.14421983063220978, 0.9977715611457825]","[17.821033477783203, 512.1940307617188, 0.9999935626983643]","[3.7421395778656006, 0.10933122783899307, 0.977436363697052]","[0.0650324821472168, -3.5231997966766357]","[0.3710591793060303, 0.4481319487094879]",2.30594468117,0.510603845119,False,50,138.551390031
0.3,27,1.26232719421,1.59587097168,"[4.950228691101074, 0.001303755328990519, 0.7910897731781006]","[18.88992691040039, 484.9457702636719, 0.9999960064888]","[3.9256582260131836, 0.10805777460336685, 0.9706525802612305]","[0.0650324821472168, -3.5231997966766357]","[0.37224578857421875, 0.5146030187606812]",3.71741843224,0.990299284458,False,70,140.84286592
0.3,28,0.923421025276,-0.591073513031,"[0.738476037979126, 0.008663228712975979, 0.9566086530685425]","[16.089771270751953, 582.3139038085938, 0.9999963641166687]","[0.7483394145965576, 0.012528003193438053, 0.9590946435928345]","[0.0650324821472168, -3.5231997966766357]","[0.8760063052177429, -0.6956720948219299]",2.16034674644,0.0812065899372,False,36,127.239027061
0.3,29,0.201174259186,0.12864780426,"[5.089654922485352, 0.13440130650997162, 0.9977282881736755]","[18.99665069580078, 482.6719055175781, 0.9999933838844299]","[4.8833465576171875, 0.13283492624759674, 0.9799249768257141]","[0.0650324821472168, -3.5231997966766357]","[0.24636894464492798, 0.4122403860092163]",2.58403992653,0.203060731292,False,39,124.681391986
0.3,30,0.390838623047,-0.640078544617,"[2.4653403759002686, 0.12314016371965408, 0.9972752928733826]","[17.21261215209961, 540.1818237304688, 0.9999949932098389]","[2.2985568046569824, 0.08665157109498978, 0.9692533612251282]","[0.0650324821472168, -3.5231997966766357]","[0.503777265548706, -0.09637680649757385]",2.05165028572,0.392661899328,False,42,115.668619983
0.3,31,0.755759716034,0.425132513046,"[1.8894474506378174, 0.018655117601156235, 0.9790859222412109]","[16.961999893188477, 563.1316528320312, 0.9999960064888]","[1.6428260803222656, 0.05536153167486191, 0.9631671905517578]","[0.0650324821472168, -3.5231997966766357]","[0.617790937423706, -0.27888718247413635]",2.83429288864,0.507286429405,False,36,122.506042011
0.3,32,0.963084101677,-1.8414375782,"[0.3245968520641327, 0.007402714807540178, 0.9549848437309265]","[15.626908302307129, 577.8866577148438, 0.9999967813491821]","[0.9026839733123779, 0.010898185893893242, 0.8416851758956909]","[0.0650324821472168, -3.5231997966766357]","[1.1339306831359863, -0.3752495348453522]",1.34811365604,1.04376626015,False,40,129.982366925
0.3,33,1.76100611687,-0.31640291214,"[0.7315931916236877, 0.0007525875698775053, 0.6023102402687073]","[16.012338638305664, 577.4532470703125, 0.9999968409538269]","[0.9326475858688354, 0.006571881473064423, 0.6617286205291748]","[0.0650324821472168, -3.5231997966766357]","[1.7095749378204346, -0.2184453010559082]",2.56513857841,0.0782331824303,False,56,146.083793836
0.3,34,0.916264414787,-0.594049692154,"[0.749178409576416, 0.009009703993797302, 0.9557992219924927]","[15.862356185913086, 564.3648071289062, 0.9999961256980896]","[1.334110975265503, 0.014618818648159504, 0.826033353805542]","[0.0650324821472168, -3.5231997966766357]","[1.1303396224975586, 0.02536226436495781]",2.15690946579,0.463410913944,False,34,122.789515881
0.3,35,0.469787478447,1.86543107033,"[6.987374782562256, 0.015358448028564453, 0.9773855209350586]","[20.3553409576416, 448.8782958984375, 0.9999921917915344]","[7.360785484313965, 0.0052934680134058, 0.951038658618927]","[0.0650324821472168, -3.5231997966766357]","[0.5965461730957031, 1.9749805927276611]",3.82107114792,0.118467010558,False,42,128.447704948
0.3,36,1.1907106638,0.375519990921,"[1.5052490234375, 0.0017971278866752982, 0.823229968547821]","[16.456153869628906, 553.06640625, 0.9999967217445374]","[1.6793638467788696, 0.010736098513007164, 0.7979333400726318]","[0.0650324821472168, -3.5231997966766357]","[1.2188687324523926, 0.35308322310447693]",2.86942219734,0.0254586450756,False,46,135.75548213
0.3,37,1.38453388214,-0.295213699341,"[0.7636349201202393, 0.0012433509109541774, 0.7475478053092957]","[15.984787940979004, 572.8403930664062, 0.9999961853027344]","[1.050946831703186, 0.007378406822681427, 0.7604002952575684]","[0.0650324821472168, -3.5231997966766357]","[1.3638033866882324, -0.10727057605981827]",2.46586489677,0.133701860905,False,36,125.946406042
0.3,38,1.22229039669,1.36147546768,"[3.9306161403656006, 0.0013681144919246435, 0.781679093837738]","[18.329524993896484, 516.4135131835938, 0.9999963045120239]","[4.0160722732543945, 0.005339758470654488, 0.6367214322090149]","[0.0650324821472168, -3.5231997966766357]","[1.813348412513733, 1.3348445892333984]",3.54959845543,0.41836515069,False,31,110.767927952
0.3,39,1.28180956841,1.17743253708,"[3.2738828659057617, 0.0011121080024167895, 0.7353384494781494]","[17.780473709106445, 522.80712890625, 0.999997079372406]","[3.0332298278808594, 0.0109705850481987, 0.8413966298103333]","[0.0650324821472168, -3.5231997966766357]","[1.0765670537948608, 0.9998838305473328]",3.43340134621,0.191895857453,False,52,133.161818841
0.3,40,0.797395467758,-0.598965167999,"[0.8845452666282654, 0.01776689663529396, 0.9789921641349792]","[15.968910217285156, 562.3394775390625, 0.9999956488609314]","[1.3497579097747803, 0.014209599234163761, 0.8698589205741882]","[0.0650324821472168, -3.5231997966766357]","[1.03034245967865, 0.05169284716248512]",2.13160777092,0.488681972027,False,34,119.852117961
0.3,41,0.320232391357,-0.45787024498,"[3.2013394832611084, 0.14297087490558624, 0.997410774230957]","[17.580978393554688, 514.0770263671875, 0.999993622303009]","[4.694706916809082, 0.0038493741303682327, 0.6787490844726562]","[0.0650324821472168, -3.5231997966766357]","[1.6540911197662354, 1.5128284692764282]",2.17501401901,1.68268120289,False,51,139.886074932
0.3,42,0.974156022072,-0.987366914749,"[0.5292460918426514, 0.006330002099275589, 0.9453085064888]","[15.807692527770996, 577.1152954101562, 0.9999963045120239]","[0.592893123626709, 0.012904223054647446, 0.9574309587478638]","[0.0650324821472168, -3.5231997966766357]","[0.8804057836532593, -1.0897029638290405]",1.90485620499,0.0981370806694,False,42,130.589609966
0.3,43,0.371503710747,-1.58665919304,"[2.3743410110473633, 0.13946306705474854, 0.9977156519889832]","[17.335254669189453, 555.0205688476562, 0.999994695186615]","[2.206055164337158, 0.12974707782268524, 0.977689266204834]","[0.0650324821472168, -3.5231997966766357]","[0.42136895656585693, -1.5438719987869263]",1.38638269901,0.0464612022042,False,39,128.079063958
0.3,44,1.98343014717,-1.81092190742,"[0.16214628517627716, 0.0008406362612731755, 0.6689743399620056]","[15.656793594360352, 592.2195434570312, 0.9999971389770508]","[0.6041667461395264, 0.007750365883111954, 0.6394660472869873]","[0.0650324821472168, -3.5231997966766357]","[1.7871570587158203, -0.7338372468948364]",1.81826090813,0.774155795574,False,47,138.55193113
0.3,45,0.058616399765,-1.6652970314,"[7.961241245269775, 0.04939938709139824, 0.994186282157898]","[20.992473602294922, 428.490478515625, 0.9999912977218628]","[8.258525848388672, 0.008804203942418098, 0.9759443402290344]","[0.0650324821472168, -3.5231997966766357]","[0.33538275957107544, 2.0439400672912598]",1.3137434721,2.63011789322,False,35,124.740510015
0.3,46,1.14946389198,1.57625961304,"[4.870185852050781, 0.0014629727229475975, 0.8183556795120239]","[18.876314163208008, 489.6294860839844, 0.9999953508377075]","[5.009279727935791, 0.0023799538612365723, 0.6341695785522461]","[0.0650324821472168, -3.5231997966766357]","[1.821096420288086, 1.5923285484313965]",3.68649411201,0.475051820278,False,49,138.787607895
0.3,47,0.392607212067,1.86805081367,"[7.1897735595703125, 0.01958310790359974, 0.9830988645553589]","[20.601425170898438, 452.3410949707031, 0.999993622303009]","[7.633472442626953, 0.00490189716219902, 0.9576468467712402]","[0.0650324821472168, -3.5231997966766357]","[0.5413554906845093, 2.011715888977051]",3.81922030449,0.146228775382,False,69,160.240409896
0.3,48,0.765691876411,1.41302418709,"[4.346948146820068, 0.00889146514236927, 0.9580507278442383]","[18.51812171936035, 500.9296569824219, 0.9999960064888]","[3.193284749984741, 0.14662319421768188, 0.9626763463020325]","[0.0650324821472168, -3.5231997966766357]","[0.36890023946762085, -0.5749613046646118]",3.5254240036,1.43344509602,False,34,105.833859881
0.3,49,0.854231357574,-0.701244354248,"[0.7606212496757507, 0.012434451840817928, 0.9699401259422302]","[16.070640563964844, 579.6369018554688, 0.9999962449073792]","[0.8859302997589111, 0.0175838191062212, 0.9591567516326904]","[0.0650324821472168, -3.5231997966766357]","[0.827938437461853, -0.5832557082176208]",2.07198786736,0.0854770094156,False,38,95.8814239129
0.4,0,1.6108019352,0.720744609833,"[2.0634429454803467, 0.000827235693577677, 0.6609132289886475]","[21.855915069580078, 631.0751342773438, 0.9999953508377075]","[1.477135181427002, 0.05015747249126434, 0.9365057945251465]","[0.0650324821472168, -3.5231997966766357]","[0.6805282235145569, -0.4141252040863037]",3.19378018379,1.03762674332,False,34,138.620736077
0.4,1,0.699809908867,1.54831004143,"[4.988616943359375, 0.010461442172527313, 0.9689536094665527]","[23.690631866455078, 568.0383911132812, 0.9999943375587463]","[4.334125518798828, 0.13952207565307617, 0.9679975509643555]","[0.0650324821472168, -3.5231997966766357]","[0.29773420095443726, 0.14660128951072693]",3.61408042908,1.03112852573,False,42,136.849598028
0.4,2,0.970022797585,-0.134967565536,"[1.0220656394958496, 0.005806857254356146, 0.9348754286766052]","[21.262487411499023, 657.9801025390625, 0.9999961256980896]","[1.9535746574401855, 0.011304043233394623, 0.621978759765625]","[0.0650324821472168, -3.5231997966766357]","[1.8362016677856445, 0.4903642237186432]",2.47983121872,0.755415678024,False,41,130.319280084
0.4,3,0.145107030869,0.781837940216,"[6.560544490814209, 0.0865493193268776, 0.9961391091346741]","[24.811634063720703, 543.6756591796875, 0.9999912977218628]","[7.504117965698242, 0.0025004930794239044, 0.966659426689148]","[0.0650324821472168, -3.5231997966766357]","[0.5613308548927307, 2.0149354934692383]",3.04464769363,0.920264065266,False,86,166.492199991
0.4,4,1.04496157169,-1.49887108803,"[0.33641570806503296, 0.0047097718343138695, 0.9291476607322693]","[20.70806884765625, 664.3038330078125, 0.9999959468841553]","[1.0899419784545898, 0.013726651668548584, 0.7956117987632751]","[0.0650324821472168, -3.5231997966766357]","[1.2228636741638184, -0.20761500298976898]",1.59030926228,0.921680867672,False,41,143.852980807
0.4,5,1.87544727325,1.14562177658,"[3.144686222076416, 0.0009210541029460728, 0.6545755863189697]","[22.445844650268555, 601.5031127929688, 0.9999955296516418]","[7.070378303527832, -0.010409263893961906, 1.0517512559890747]","[0.0650324821472168, -3.5231997966766357]","[0.5378932952880859, 2.0469589233398438]",3.54086828232,1.14049530029,False,28,124.291614164
0.4,6,1.34836030006,0.680509090424,"[1.9966628551483154, 0.001352810300886631, 0.7841481566429138]","[21.9832820892334, 643.0820922851562, 0.9999963045120239]","[2.1822752952575684, 0.01456376165151596, 0.7723981142044067]","[0.0650324821472168, -3.5231997966766357]","[1.2556354999542236, 0.5828447937965393]",3.10790085793,0.0952265784144,False,50,138.174901949
0.4,7,1.09356486797,-0.978704452515,"[0.4681086242198944, 0.0035721503663808107, 0.8994497656822205]","[20.939146041870117, 672.245361328125, 0.9999960660934448]","[1.141187071800232, 0.01376248523592949, 0.796140730381012]","[0.0650324821472168, -3.5231997966766357]","[1.219580054283142, -0.1515384167432785]",1.94066166878,0.591643214226,False,28,129.391253926
0.4,8,1.77303254604,0.605893611908,"[1.835150957107544, 0.0008660806925036013, 0.6979833841323853]","[21.620685577392578, 629.881103515625, 0.9999957084655762]","[1.7367017269134521, 0.010716352611780167, 0.7609269022941589]","[0.0650324821472168, -3.5231997966766357]","[1.3248597383499146, 0.38631781935691833]",3.15964198112,0.352896869183,False,71,169.639202999
0.4,9,1.64437627792,-0.141121864319,"[0.869411826133728, 0.0008470219327136874, 0.6780110597610474]","[21.239683151245117, 665.7998046875, 0.9999962449073792]","[1.0977413654327393, 0.007679635658860207, 0.6992894411087036]","[0.0650324821472168, -3.5231997966766357]","[1.5647549629211426, -0.0651155412197113]",2.63939166069,0.0778348073363,False,43,145.375213819
0.4,10,1.81752705574,1.46806073189,"[4.339208602905273, 0.0007004767539910972, 0.5883130431175232]","[23.211275100708008, 576.6337280273438, 0.9999955296516418]","[3.3779468536376953, 0.01537409983575344, 0.8038018345832825]","[0.0650324821472168, -3.5231997966766357]","[1.1371591091156006, 1.0643298625946045]",3.74058270454,0.559418976307,False,39,138.707183069
0.4,11,1.96917140484,-1.06430578232,"[0.34638065099716187, 0.0007956677000038326, 0.6437404155731201]","[20.72241973876953, 664.7772216796875, 0.9999954104423523]","[1.4005719423294067, 0.1609300822019577, 0.8888763785362244]","[0.0650324821472168, -3.5231997966766357]","[0.5581197738647461, -3.2900264263153076]",2.19907999039,1.86345088482,False,48,148.077768972
0.4,12,1.20067739487,-0.224704742432,"[0.8475859761238098, 0.001659737667068839, 0.8327949047088623]","[21.098896026611328, 657.9446411132812, 0.9999963641166687]","[1.7122313976287842, 0.0111224465072155, 0.6108862161636353]","[0.0650324821472168, -3.5231997966766357]","[1.8783307075500488, 0.35110005736351013]",2.46675491333,0.628794550896,False,33,125.900076004
0.4,13,1.18298184872,-1.37688755989,"[0.3058070242404938, 0.0021829346660524607, 0.8417224884033203]","[20.992576599121094, 685.5535278320312, 0.9999951720237732]","[1.0011332035064697, 0.013081520795822144, 0.7861616611480713]","[0.0650324821472168, -3.5231997966766357]","[1.255839228630066, -0.2986002564430237]",1.7112082243,0.764202773571,False,42,147.309353109
0.4,14,1.62843906879,0.58690738678,"[1.8029437065124512, 0.0010181802790611982, 0.7213289737701416]","[21.684541702270508, 635.548583984375, 0.999995768070221]","[1.8325440883636475, 0.010648149996995926, 0.7546747922897339]","[0.0650324821472168, -3.5231997966766357]","[1.3430529832839966, 0.4452941417694092]",3.1094391346,0.225277081132,False,65,157.113662921
0.4,15,0.626592516899,-1.77805352211,"[0.9059152007102966, 0.04827723279595375, 0.9925979971885681]","[21.11569595336914, 655.4420776367188, 0.9999960064888]","[1.1993387937545776, 0.06046251207590103, 0.9575963020324707]","[0.0650324821472168, -3.5231997966766357]","[0.6284570693969727, -1.2267372608184814]",1.29631888866,0.389841705561,False,36,122.867892962
0.4,16,0.793452739716,-1.22287893295,"[0.6440168023109436, 0.018909724429249763, 0.9810105562210083]","[20.843591690063477, 654.3407592773438, 0.9999961853027344]","[8.143049240112305, -0.00934351421892643, 1.0171337127685547]","[0.0650324821472168, -3.5231997966766357]","[0.456698477268219, 2.1735494136810303]",1.70617592335,2.41341352463,False,40,129.730039975
0.4,17,0.666797161102,-1.3957092762,"[0.8631208539009094, 0.03754154592752457, 0.9909141063690186]","[21.150226593017578, 660.538818359375, 0.9999952912330627]","[1.7596955299377441, 0.022490164265036583, 0.8381215929985046]","[0.0650324821472168, -3.5231997966766357]","[1.0243855714797974, 0.24100248515605927]",1.56338357925,1.18462955952,False,41,133.512550034
0.4,18,1.18247234821,1.39818835258,"[4.079082012176514, 0.0017636737320572138, 0.8333531618118286]","[23.082717895507812, 584.24169921875, 0.9999954700469971]","[2.362769603729248, 0.12566256523132324, 0.9602320194244385]","[0.0650324821472168, -3.5231997966766357]","[0.4452022910118103, -0.9760602116584778]",3.56852459908,1.75792813301,False,37,130.761692999
0.4,19,0.98117351532,1.01310491562,"[2.8624658584594727, 0.0041602072305977345, 0.9214109778404236]","[22.319835662841797, 610.22265625, 0.9999948740005493]","[2.855567693710327, 0.017973676323890686, 0.8442337512969971]","[0.0650324821472168, -3.5231997966766357]","[1.0184845924377441, 0.8638543486595154]",3.27241277695,0.108783841133,False,39,128.809127025
0.4,20,1.84160423279,1.96215844154,"[7.11768913269043, 0.0007307734340429306, 0.619502604007721]","[24.85665512084961, 514.8120727539062, 0.999993085861206]","[3.372739315032959, 0.18396688997745514, 0.9384669065475464]","[0.0650324821472168, -3.5231997966766357]","[0.34377557039260864, -1.5507323741912842]",4.07709217072,2.70036053658,False,40,128.614733927
0.4,21,1.48104608059,-0.0195467472076,"[0.9875261187553406, 0.0011424978729337454, 0.746679425239563]","[21.18517303466797, 654.1963500976562, 0.9999962449073792]","[1.2884817123413086, 0.009991956874728203, 0.7634031176567078]","[0.0650324821472168, -3.5231997966766357]","[1.3326854705810547, 0.0675123780965805]",2.67214131355,0.12163503468,False,79,162.381917937
0.4,22,0.526807188988,-1.64075136185,"[1.3216627836227417, 0.07856908440589905, 0.9953161478042603]","[21.451601028442383, 651.242431640625, 0.9999952912330627]","[2.7880022525787354, 0.010297713801264763, 0.5744611620903015]","[0.0650324821472168, -3.5231997966766357]","[2.023115873336792, 0.8864467740058899]",1.3705561161,2.0767364502,False,31,110.305153998
0.4,23,1.21033799648,0.2413585186,"[1.3195853233337402, 0.001841688179410994, 0.833681046962738]","[21.375995635986328, 645.914794921875, 0.9999962449073792]","[1.6475038528442383, 0.014632653445005417, 0.7790974974632263]","[0.0650324821472168, -3.5231997966766357]","[1.2475109100341797, 0.2660529911518097]",2.78241109848,0.031556636095,False,36,120.054289
0.4,24,1.24013137817,1.97806930542,"[7.241131782531738, 0.0011340726632624865, 0.7522823214530945]","[24.90459632873535, 510.89666748046875, 0.9999924302101135]","[7.315979957580566, -0.0009061023592948914, 0.9261596202850342]","[0.0650324821472168, -3.5231997966766357]","[0.7345272302627563, 2.011591911315918]",3.97773933411,0.358301073313,False,31,111.600094941
0.4,25,1.8783390522,1.09949707985,"[3.004338264465332, 0.0007637106464244425, 0.6352095007896423]","[22.522079467773438, 614.7320556640625, 0.999996542930603]","[2.6645147800445557, 0.011605260893702507, 0.749847948551178]","[0.0650324821472168, -3.5231997966766357]","[1.3398934602737427, 0.8369631171226501]",3.51122522354,0.423584550619,False,31,130.583358929
0.4,26,0.304980754852,-0.270941257477,"[3.4669253826141357, 0.14421983063220978, 0.9977715611457825]","[22.519851684570312, 586.2755737304688, 0.9999933838844299]","[3.830524444580078, 0.01967376470565796, 0.9257375001907349]","[0.0650324821472168, -3.5231997966766357]","[0.7722117900848389, 1.2022103071212769]",2.30594468117,1.09281301498,False,40,130.94107504
0.4,27,1.26232719421,1.59587097168,"[4.950228691101074, 0.001303755328990519, 0.7910897731781006]","[23.542617797851562, 560.6654052734375, 0.9999955296516418]","[5.10493278503418, 0.00125788152217865, 0.7722816467285156]","[0.0650324821472168, -3.5231997966766357]","[1.3199034929275513, 1.6260992288589478]",3.71741843224,0.0459824837744,False,64,154.173718998
0.4,28,0.923421025276,-0.591073513031,"[0.738476037979126, 0.008663228712975979, 0.9566086530685425]","[21.203092575073242, 671.5291137695312, 0.9999957084655762]","[0.9869579076766968, 0.008334852755069733, 0.9316210150718689]","[0.0650324821472168, -3.5231997966766357]","[0.9659358263015747, -0.22074542939662933]",2.16034674644,0.263581484556,False,47,135.563737014
0.4,29,0.201174259186,0.12864780426,"[5.089654922485352, 0.13440130650997162, 0.9977282881736755]","[23.631834030151367, 557.7383422851562, 0.9999930262565613]","[4.825583457946777, 0.1300874799489975, 0.9730579257011414]","[0.0650324821472168, -3.5231997966766357]","[0.2666206359863281, 0.42645472288131714]",2.58403992653,0.215606346726,False,47,143.402778078
0.4,30,0.390838623047,-0.640078544617,"[2.4653403759002686, 0.12314016371965408, 0.9972752928733826]","[22.064424514770508, 619.578125, 0.999995231628418]","[2.147644519805908, 0.13135816156864166, 0.9711633324623108]","[0.0650324821472168, -3.5231997966766357]","[0.43183213472366333, -1.8212682008743286]",2.05165028572,0.835730075836,False,38,126.52968592
