epsilon,outlier_y,mds_summary,posterior_kl,kl_over_epsilon
0.01,-21.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.6,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.4,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.3,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.2,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21.1,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-21,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.6,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.4,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.3,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.2,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20.1,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-20,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-19.9,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-19.8,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-19.7,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-19.6,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
0.01,-19.5,-1.08036871826e-08,5.82142926386e-15,5.82142926386e-13
