epsilon,trials,baseline_posterior_rmse,mds_rff_posterior_rmse,mds_exact_posterior_rmse,sample_median_posterior_rmse,rmse_reduction_pct,paired_abs_error_improvement_mean,paired_abs_error_improvement_ci95_low,paired_abs_error_improvement_ci95_high,paired_ttest_pvalue,mds_win_rate,gate_pass_rate,mean_lbfgs_evaluations,median_adapt_ms,p95_adapt_ms,mean_rff_exact_abs_summary_gap,mean_objective_reduction
0,50,0.102684356014,0.102684356103,0.102811432495,0.119393610053,-8.67123029231e-08,-1.01598523717e-10,-7.70728939757e-10,5.59563214918e-10,1,0.48,1,0,1.51822553016,2.08935954142,0.013577184579,0
0.1,50,0.80762800147,0.112484237481,0.116523909197,0.18858162413,86.0722712343,0.713574402177,0.679789770742,0.744415244479,3.20329046564e-40,1,0,4.28,5.82217506599,7.40311976988,0.0157846274499,0.066528190691
0.2,50,1.61023714294,0.12454859478,0.127766409438,0.35151551049,92.2652017235,1.51542280542,1.48375184328,1.54445335884,9.94507838295e-58,1,0,5.7,7.14358850382,14.6058274549,0.022491472641,0.212981879413
0.3,50,2.40037130472,0.158747351885,0.145239637322,0.589387709555,93.3865501736,2.27691337057,2.245198891,2.30720274784,5.39037062827e-66,1,0,7.38,8.40364384931,20.1809994527,0.0256879674718,0.35478805542
0.4,50,3.20571789294,0.195236553157,0.153823332027,0.960805049584,93.9097400433,3.06792637847,3.03414983358,3.10181237367,5.37619235206e-70,1,0,9.16,9.38262662385,14.7714279941,0.0506538906352,0.376867111921
0.5,50,3.99638158179,3.80504409586,4.48946921212,3.9003017852,4.78776818519,0.316804389604,0.0763406095321,0.608681993522,0.0270635297322,0.74,0,3.78,3.88522609137,12.8636556095,3.93053303023,0.0202172887325
